date,start,end,11WD2WILH0001255
26.01.2018,11:00,12:00,
26.01.2018,12:00,13:00,
26.01.2018,13:00,14:00,
26.01.2018,14:00,15:00,
26.01.2018,15:00,16:00,
26.01.2018,16:00,17:00,
26.01.2018,17:00,18:00,
26.01.2018,18:00,19:00,
26.01.2018,19:00,20:00,
26.01.2018,20:00,21:00,
26.01.2018,21:00,22:00,
26.01.2018,22:00,23:00,
26.01.2018,23:00,00:00,
27.01.2018,00:00,01:00,
27.01.2018,01:00,02:00,
27.01.2018,02:00,03:00,
27.01.2018,03:00,04:00,
27.01.2018,04:00,05:00,
27.01.2018,05:00,06:00,
27.01.2018,06:00,07:00,
27.01.2018,07:00,08:00,
27.01.2018,08:00,09:00,
27.01.2018,09:00,10:00,
27.01.2018,10:00,11:00,
27.01.2018,11:00,12:00,
27.01.2018,12:00,13:00,
27.01.2018,13:00,14:00,
27.01.2018,14:00,15:00,
27.01.2018,15:00,16:00,
27.01.2018,16:00,17:00,
27.01.2018,17:00,18:00,
27.01.2018,18:00,19:00,
27.01.2018,19:00,20:00,
27.01.2018,20:00,21:00,
27.01.2018,21:00,22:00,
27.01.2018,22:00,23:00,
27.01.2018,23:00,00:00,
28.01.2018,00:00,01:00,
28.01.2018,01:00,02:00,
28.01.2018,02:00,03:00,
28.01.2018,03:00,04:00,
28.01.2018,04:00,05:00,
28.01.2018,05:00,06:00,
28.01.2018,06:00,07:00,
28.01.2018,07:00,08:00,
28.01.2018,08:00,09:00,
28.01.2018,09:00,10:00,
28.01.2018,10:00,11:00,
28.01.2018,11:00,12:00,
28.01.2018,12:00,13:00,
28.01.2018,13:00,14:00,
28.01.2018,14:00,15:00,
28.01.2018,15:00,16:00,
28.01.2018,16:00,17:00,
28.01.2018,17:00,18:00,
28.01.2018,18:00,19:00,
28.01.2018,19:00,20:00,
28.01.2018,20:00,21:00,
28.01.2018,21:00,22:00,
28.01.2018,22:00,23:00,
28.01.2018,23:00,00:00,
