date,start,end,11WD7NIED2B--D-E,11WD7NIED2B--C-H,11WD7NIED2B--E-B,11WD7NIED1B--G-C,11WD7NIED1B--H-9,11WD7NIED1B--K-0
04.01.2021,00:00,01:00,,190,,,0,536
04.01.2021,01:00,02:00,,108,,,0,562
04.01.2021,02:00,03:00,,115,,,0,624
04.01.2021,03:00,04:00,,119,,,0,642
04.01.2021,04:00,05:00,,119,,,0,632
04.01.2021,05:00,06:00,,119,,,0,646
04.01.2021,06:00,07:00,,119,,,0,845
04.01.2021,07:00,08:00,,122,,,0,946
04.01.2021,08:00,09:00,,130,,,0,939
04.01.2021,09:00,10:00,,136,,,0,961
04.01.2021,10:00,11:00,,126,,,8,962
04.01.2021,11:00,12:00,,124,,,32,949
04.01.2021,12:00,13:00,,127,,,263,953
04.01.2021,13:00,14:00,,129,,,435,957
04.01.2021,14:00,15:00,,129,,,462,949
04.01.2021,15:00,16:00,,129,,,618,956
04.01.2021,16:00,17:00,,129,,,631,953
04.01.2021,17:00,18:00,,129,,,648,957
04.01.2021,18:00,19:00,,129,,,639,951
04.01.2021,19:00,20:00,,129,,,638,950
04.01.2021,20:00,21:00,,129,,,640,925
04.01.2021,21:00,22:00,,129,,,638,936
04.01.2021,22:00,23:00,,128,,,641,930
04.01.2021,23:00,00:00,,127,,,637,931
05.01.2021,00:00,01:00,,123,,,607,934
05.01.2021,01:00,02:00,,130,,,606,928
05.01.2021,02:00,03:00,,131,,,616,930
05.01.2021,03:00,04:00,,130,,,635,927
05.01.2021,04:00,05:00,,131,,,639,930
05.01.2021,05:00,06:00,,134,,,641,929
05.01.2021,06:00,07:00,,133,,,638,928
05.01.2021,07:00,08:00,,133,,,636,777
05.01.2021,08:00,09:00,,135,,,639,744
05.01.2021,09:00,10:00,,135,,,635,723
05.01.2021,10:00,11:00,,135,,,641,719
05.01.2021,11:00,12:00,,134,,,638,718
05.01.2021,12:00,13:00,,133,,,637,722
05.01.2021,13:00,14:00,,116,,,643,718
05.01.2021,14:00,15:00,,115,,,638,724
05.01.2021,15:00,16:00,,123,,,637,723
05.01.2021,16:00,17:00,,134,,,636,721
05.01.2021,17:00,18:00,,132,,,639,718
05.01.2021,18:00,19:00,,131,,,639,720
05.01.2021,19:00,20:00,,131,,,641,739
05.01.2021,20:00,21:00,,131,,,636,743
05.01.2021,21:00,22:00,,131,,,642,696
05.01.2021,22:00,23:00,,130,,,639,705
05.01.2021,23:00,00:00,,130,,,635,677
06.01.2021,00:00,01:00,,131,,,633,668
06.01.2021,01:00,02:00,,131,,,645,673
06.01.2021,02:00,03:00,,131,,,638,672
06.01.2021,03:00,04:00,,131,,,640,668
06.01.2021,04:00,05:00,,131,,,638,656
06.01.2021,05:00,06:00,,127,,,635,663
06.01.2021,06:00,07:00,,131,,,636,656
06.01.2021,07:00,08:00,,131,,,638,660
06.01.2021,08:00,09:00,,131,,,642,678
06.01.2021,09:00,10:00,,131,,,639,671
06.01.2021,10:00,11:00,,131,,,636,672
06.01.2021,11:00,12:00,,132,,,638,674
06.01.2021,12:00,13:00,,131,,,641,670
06.01.2021,13:00,14:00,,127,,,636,667
06.01.2021,14:00,15:00,,128,,,640,672
06.01.2021,15:00,16:00,,131,,,638,671
06.01.2021,16:00,17:00,,130,,,636,671
06.01.2021,17:00,18:00,,123,,,640,673
06.01.2021,18:00,19:00,,118,,,639,670
06.01.2021,19:00,20:00,,133,,,636,670
06.01.2021,20:00,21:00,,201,,,639,671
06.01.2021,21:00,22:00,,278,,,641,670
06.01.2021,22:00,23:00,,279,,,639,673
06.01.2021,23:00,00:00,,277,,,638,674
07.01.2021,00:00,01:00,,272,,,640,671
07.01.2021,01:00,02:00,,273,,,639,669
07.01.2021,02:00,03:00,,274,,,639,673
07.01.2021,03:00,04:00,,274,,,640,673
07.01.2021,04:00,05:00,,273,,,637,669
07.01.2021,05:00,06:00,,273,,,638,674
07.01.2021,06:00,07:00,,280,,,636,673
07.01.2021,07:00,08:00,,279,,,637,719
07.01.2021,08:00,09:00,,278,,,640,903
07.01.2021,09:00,10:00,,286,,,652,922
07.01.2021,10:00,11:00,,285,,,657,947
07.01.2021,11:00,12:00,,283,,,653,950
07.01.2021,12:00,13:00,,283,,,655,946
07.01.2021,13:00,14:00,,283,,,656,949
07.01.2021,14:00,15:00,,283,,,655,946
07.01.2021,15:00,16:00,,282,,,657,943
07.01.2021,16:00,17:00,,284,,,657,948
07.01.2021,17:00,18:00,,283,,,658,943
07.01.2021,18:00,19:00,,284,,,649,945
07.01.2021,19:00,20:00,,283,,,648,948
07.01.2021,20:00,21:00,,282,,,646,946
07.01.2021,21:00,22:00,,283,,,644,948
07.01.2021,22:00,23:00,,283,,,648,923
07.01.2021,23:00,00:00,,283,,,648,836
08.01.2021,00:00,01:00,,283,,,643,674
08.01.2021,01:00,02:00,,283,,,645,674
08.01.2021,02:00,03:00,,283,,,644,676
08.01.2021,03:00,04:00,,283,,,646,676
08.01.2021,04:00,05:00,,281,,,642,673
08.01.2021,05:00,06:00,,278,,,648,674
08.01.2021,06:00,07:00,,278,,,646,677
08.01.2021,07:00,08:00,,279,,,644,679
08.01.2021,08:00,09:00,,282,,,643,872
08.01.2021,09:00,10:00,,283,,,652,947
08.01.2021,10:00,11:00,,283,,,658,950
08.01.2021,11:00,12:00,,283,,,654,947
08.01.2021,12:00,13:00,,283,,,654,950
08.01.2021,13:00,14:00,,282,,,650,947
08.01.2021,14:00,15:00,,283,,,650,949
08.01.2021,15:00,16:00,,283,,,649,945
08.01.2021,16:00,17:00,,282,,,653,944
08.01.2021,17:00,18:00,,282,,,654,946
08.01.2021,18:00,19:00,,283,,,656,949
08.01.2021,19:00,20:00,,282,,,648,942
08.01.2021,20:00,21:00,,284,,,649,927
08.01.2021,21:00,22:00,,283,,,645,931
08.01.2021,22:00,23:00,,284,,,645,926
08.01.2021,23:00,00:00,,286,,,642,793
09.01.2021,00:00,01:00,,284,,,648,655
09.01.2021,01:00,02:00,,283,,,646,666
09.01.2021,02:00,03:00,,283,,,643,669
09.01.2021,03:00,04:00,,283,,,645,663
09.01.2021,04:00,05:00,,283,,,647,668
09.01.2021,05:00,06:00,,283,,,645,675
09.01.2021,06:00,07:00,,283,,,647,828
09.01.2021,07:00,08:00,,283,,,646,934
09.01.2021,08:00,09:00,,283,,,645,930
09.01.2021,09:00,10:00,,283,,,647,926
09.01.2021,10:00,11:00,,284,,,645,929
09.01.2021,11:00,12:00,,283,,,644,924
09.01.2021,12:00,13:00,,283,,,652,942
09.01.2021,13:00,14:00,,283,,,656,948
09.01.2021,14:00,15:00,,282,,,655,947
09.01.2021,15:00,16:00,,282,,,656,948
09.01.2021,16:00,17:00,,283,,,654,935
09.01.2021,17:00,18:00,,283,,,650,921
09.01.2021,18:00,19:00,,283,,,646,925
09.01.2021,19:00,20:00,,283,,,647,927
09.01.2021,20:00,21:00,,282,,,648,924
09.01.2021,21:00,22:00,,283,,,654,928
09.01.2021,22:00,23:00,,283,,,651,922
09.01.2021,23:00,00:00,,283,,,625,926
10.01.2021,00:00,01:00,,280,,,419,945
10.01.2021,01:00,02:00,,283,,,391,947
10.01.2021,02:00,03:00,,283,,,395,922
10.01.2021,03:00,04:00,,283,,,396,927
10.01.2021,04:00,05:00,,283,,,394,922
10.01.2021,05:00,06:00,,284,,,397,925
10.01.2021,06:00,07:00,,282,,,395,924
10.01.2021,07:00,08:00,,283,,,395,925
10.01.2021,08:00,09:00,,283,,,396,925
10.01.2021,09:00,10:00,,282,,,397,941
10.01.2021,10:00,11:00,,284,,,396,944
10.01.2021,11:00,12:00,,282,,,396,944
10.01.2021,12:00,13:00,,283,,,397,939
10.01.2021,13:00,14:00,,283,,,393,941
10.01.2021,14:00,15:00,,283,,,395,931
10.01.2021,15:00,16:00,,283,,,395,943
10.01.2021,16:00,17:00,,283,,,407,945
10.01.2021,17:00,18:00,,283,,,408,944
10.01.2021,18:00,19:00,,284,,,534,944
10.01.2021,19:00,20:00,,282,,,557,943
10.01.2021,20:00,21:00,,283,,,549,946
10.01.2021,21:00,22:00,,284,,,547,944
10.01.2021,22:00,23:00,,283,,,546,946
10.01.2021,23:00,00:00,,282,,,545,924
11.01.2021,00:00,01:00,,282,,,545,928
11.01.2021,01:00,02:00,,281,,,606,924
11.01.2021,02:00,03:00,,252,,,516,927
11.01.2021,03:00,04:00,,237,,,253,924
11.01.2021,04:00,05:00,,237,,,0,925
11.01.2021,05:00,06:00,,259,,,0,925
11.01.2021,06:00,07:00,,281,,,0,943
11.01.2021,07:00,08:00,,279,,,0,945
11.01.2021,08:00,09:00,,277,,,0,945
11.01.2021,09:00,10:00,,278,,,0,945
11.01.2021,10:00,11:00,,279,,,0,944
11.01.2021,11:00,12:00,,278,,,0,948
11.01.2021,12:00,13:00,,273,,,0,930
11.01.2021,13:00,14:00,,271,,,0,927
11.01.2021,14:00,15:00,,273,,,0,928
11.01.2021,15:00,16:00,,272,,,0,932
11.01.2021,16:00,17:00,,272,,,0,929
11.01.2021,17:00,18:00,,272,,,0,885
11.01.2021,18:00,19:00,,273,,,0,665
11.01.2021,19:00,20:00,,271,,,0,657
11.01.2021,20:00,21:00,,243,,,0,651
11.01.2021,21:00,22:00,,160,,,0,647
11.01.2021,22:00,23:00,,150,,,0,552
11.01.2021,23:00,00:00,,150,,,0,448
12.01.2021,00:00,01:00,,150,,,0,450
12.01.2021,01:00,02:00,,150,,,0,440
12.01.2021,02:00,03:00,,149,,,0,417
12.01.2021,03:00,04:00,,150,,,0,400
12.01.2021,04:00,05:00,,150,,,0,452
12.01.2021,05:00,06:00,,164,,,0,614
12.01.2021,06:00,07:00,,249,,,0,667
12.01.2021,07:00,08:00,,272,,,0,516
12.01.2021,08:00,09:00,,272,,,0,528
12.01.2021,09:00,10:00,,271,,,0,531
12.01.2021,10:00,11:00,,271,,,0,716
12.01.2021,11:00,12:00,,271,,,0,905
12.01.2021,12:00,13:00,,272,,,0,945
12.01.2021,13:00,14:00,,270,,,0,950
12.01.2021,14:00,15:00,,271,,,0,952
12.01.2021,15:00,16:00,,271,,,0,949
12.01.2021,16:00,17:00,,270,,,0,951
12.01.2021,17:00,18:00,,271,,,0,949
12.01.2021,18:00,19:00,,270,,,0,953
12.01.2021,19:00,20:00,,271,,,0,953
12.01.2021,20:00,21:00,,271,,,0,951
12.01.2021,21:00,22:00,,271,,,0,928
12.01.2021,22:00,23:00,,257,,,0,931
12.01.2021,23:00,00:00,,169,,,0,933
13.01.2021,00:00,01:00,,150,,,0,840
13.01.2021,01:00,02:00,,150,,,0,730
13.01.2021,02:00,03:00,,150,,,0,736
13.01.2021,03:00,04:00,,150,,,0,735
13.01.2021,04:00,05:00,,153,,,0,870
13.01.2021,05:00,06:00,,207,,,0,926
13.01.2021,06:00,07:00,,268,,,0,933
13.01.2021,07:00,08:00,,271,,,0,931
13.01.2021,08:00,09:00,,272,,,0,932
13.01.2021,09:00,10:00,,272,,,0,930
13.01.2021,10:00,11:00,,272,,,0,931
13.01.2021,11:00,12:00,,270,,,0,926
13.01.2021,12:00,13:00,,242,,,0,927
13.01.2021,13:00,14:00,,215,,,0,926
13.01.2021,14:00,15:00,,163,,,0,923
13.01.2021,15:00,16:00,,160,,,0,929
13.01.2021,16:00,17:00,,161,,,0,927
13.01.2021,17:00,18:00,,155,,,0,927
13.01.2021,18:00,19:00,,151,,,0,898
13.01.2021,19:00,20:00,,151,,,0,714
13.01.2021,20:00,21:00,,151,,,0,509
13.01.2021,21:00,22:00,,153,,,0,371
13.01.2021,22:00,23:00,,168,,,0,513
13.01.2021,23:00,00:00,,149,,,0,555
14.01.2021,00:00,01:00,,149,,,0,459
14.01.2021,01:00,02:00,,150,,,0,441
14.01.2021,02:00,03:00,,150,,,0,412
14.01.2021,03:00,04:00,,150,,,0,590
14.01.2021,04:00,05:00,,158,,,199,913
14.01.2021,05:00,06:00,,207,,,416,933
14.01.2021,06:00,07:00,,261,,,638,925
14.01.2021,07:00,08:00,,271,,,642,930
14.01.2021,08:00,09:00,,271,,,661,941
14.01.2021,09:00,10:00,,270,,,664,947
14.01.2021,10:00,11:00,,272,,,661,891
14.01.2021,11:00,12:00,,272,,,651,458
14.01.2021,12:00,13:00,,272,,,653,631
14.01.2021,13:00,14:00,,271,,,654,893
14.01.2021,14:00,15:00,,271,,,661,951
14.01.2021,15:00,16:00,,271,,,662,950
14.01.2021,16:00,17:00,,271,,,659,950
14.01.2021,17:00,18:00,,271,,,653,955
14.01.2021,18:00,19:00,,271,,,656,947
14.01.2021,19:00,20:00,,271,,,659,954
14.01.2021,20:00,21:00,,270,,,659,928
14.01.2021,21:00,22:00,,271,,,653,917
14.01.2021,22:00,23:00,,271,,,653,915
14.01.2021,23:00,00:00,,270,,,650,783
15.01.2021,00:00,01:00,,271,,,643,683
15.01.2021,01:00,02:00,,270,,,643,683
15.01.2021,02:00,03:00,,271,,,648,682
15.01.2021,03:00,04:00,,271,,,644,685
15.01.2021,04:00,05:00,,270,,,645,684
15.01.2021,05:00,06:00,,272,,,646,729
15.01.2021,06:00,07:00,,272,,,655,921
15.01.2021,07:00,08:00,,271,,,657,934
15.01.2021,08:00,09:00,,275,,,656,931
15.01.2021,09:00,10:00,,276,,,652,940
15.01.2021,10:00,11:00,,277,,,655,945
15.01.2021,11:00,12:00,,277,,,660,954
15.01.2021,12:00,13:00,,277,,,658,950
15.01.2021,13:00,14:00,,278,,,663,952
15.01.2021,14:00,15:00,,278,,,660,955
15.01.2021,15:00,16:00,,271,,,661,945
15.01.2021,16:00,17:00,,264,,,659,948
15.01.2021,17:00,18:00,,267,,,658,947
15.01.2021,18:00,19:00,,265,,,653,947
15.01.2021,19:00,20:00,,265,,,659,948
15.01.2021,20:00,21:00,,271,,,657,951
15.01.2021,21:00,22:00,,271,,,655,948
15.01.2021,22:00,23:00,,272,,,659,949
15.01.2021,23:00,00:00,,272,,,655,948
16.01.2021,00:00,01:00,,271,,,648,921
16.01.2021,01:00,02:00,,270,,,649,824
16.01.2021,02:00,03:00,,221,,,645,669
16.01.2021,03:00,04:00,,125,,,650,659
16.01.2021,04:00,05:00,,129,,,646,659
16.01.2021,05:00,06:00,,67,,,648,665
16.01.2021,06:00,07:00,,0,,,648,661
16.01.2021,07:00,08:00,,0,,,654,658
16.01.2021,08:00,09:00,,0,,,656,660
16.01.2021,09:00,10:00,,0,,,658,665
16.01.2021,10:00,11:00,,0,,,659,663
16.01.2021,11:00,12:00,,0,,,656,660
16.01.2021,12:00,13:00,,0,,,655,665
16.01.2021,13:00,14:00,,0,,,648,658
16.01.2021,14:00,15:00,,0,,,647,659
16.01.2021,15:00,16:00,,15,,,645,664
16.01.2021,16:00,17:00,,37,,,660,664
16.01.2021,17:00,18:00,,6,,,661,659
16.01.2021,18:00,19:00,,0,,,654,664
16.01.2021,19:00,20:00,,36,,,659,566
16.01.2021,20:00,21:00,,34,,,660,580
16.01.2021,21:00,22:00,,0,,,660,513
16.01.2021,22:00,23:00,,0,,,658,652
16.01.2021,23:00,00:00,,0,,,647,660
17.01.2021,00:00,01:00,,0,,,650,761
17.01.2021,01:00,02:00,,0,,,648,757
17.01.2021,02:00,03:00,,0,,,640,732
17.01.2021,03:00,04:00,,0,,,644,563
17.01.2021,04:00,05:00,,0,,,645,650
17.01.2021,05:00,06:00,,0,,,643,657
17.01.2021,06:00,07:00,,0,,,642,658
17.01.2021,07:00,08:00,,0,,,647,659
17.01.2021,08:00,09:00,,68,,,648,653
17.01.2021,09:00,10:00,,106,,,654,651
17.01.2021,10:00,11:00,,134,,,657,665
17.01.2021,11:00,12:00,,146,,,652,756
17.01.2021,12:00,13:00,,146,,,659,759
17.01.2021,13:00,14:00,,136,,,660,756
17.01.2021,14:00,15:00,,133,,,662,763
17.01.2021,15:00,16:00,,134,,,654,755
17.01.2021,16:00,17:00,,133,,,655,755
17.01.2021,17:00,18:00,,136,,,655,761
17.01.2021,18:00,19:00,,142,,,656,751
17.01.2021,19:00,20:00,,133,,,659,751
17.01.2021,20:00,21:00,,131,,,651,711
17.01.2021,21:00,22:00,,134,,,659,558
17.01.2021,22:00,23:00,,134,,,617,724
17.01.2021,23:00,00:00,,135,,,620,769
18.01.2021,00:00,01:00,,134,,,608,914
18.01.2021,01:00,02:00,,135,,,614,930
18.01.2021,02:00,03:00,,134,,,610,924
18.01.2021,03:00,04:00,,134,,,610,815
18.01.2021,04:00,05:00,,134,,,613,721
18.01.2021,05:00,06:00,,134,,,625,724
18.01.2021,06:00,07:00,,134,,,661,724
18.01.2021,07:00,08:00,,134,,,661,647
18.01.2021,08:00,09:00,,134,,,658,624
18.01.2021,09:00,10:00,,134,,,660,705
18.01.2021,10:00,11:00,,134,,,656,927
18.01.2021,11:00,12:00,,134,,,661,930
18.01.2021,12:00,13:00,,133,,,658,923
18.01.2021,13:00,14:00,,134,,,652,921
18.01.2021,14:00,15:00,,134,,,636,927
18.01.2021,15:00,16:00,,134,,,636,925
18.01.2021,16:00,17:00,,133,,,636,926
18.01.2021,17:00,18:00,,134,,,658,923
18.01.2021,18:00,19:00,,135,,,655,928
18.01.2021,19:00,20:00,,139,,,661,932
18.01.2021,20:00,21:00,,139,,,646,925
18.01.2021,21:00,22:00,,139,,,646,906
18.01.2021,22:00,23:00,,139,,,644,801
18.01.2021,23:00,00:00,,139,,,485,692
19.01.2021,00:00,01:00,,139,,,302,734
19.01.2021,01:00,02:00,,139,,,298,473
19.01.2021,02:00,03:00,,139,,,280,430
19.01.2021,03:00,04:00,,139,,,281,443
19.01.2021,04:00,05:00,,139,,,279,362
19.01.2021,05:00,06:00,,138,,,345,471
19.01.2021,06:00,07:00,,138,,,596,482
19.01.2021,07:00,08:00,,134,,,645,543
19.01.2021,08:00,09:00,,126,,,645,739
19.01.2021,09:00,10:00,,127,,,646,709
19.01.2021,10:00,11:00,,127,,,646,700
19.01.2021,11:00,12:00,,127,,,645,710
19.01.2021,12:00,13:00,,128,,,644,902
19.01.2021,13:00,14:00,,125,,,642,919
19.01.2021,14:00,15:00,,130,,,640,841
19.01.2021,15:00,16:00,,125,,,642,787
19.01.2021,16:00,17:00,,129,,,643,888
19.01.2021,17:00,18:00,,126,,,640,923
19.01.2021,18:00,19:00,,127,,,573,921
19.01.2021,19:00,20:00,,127,,,562,930
19.01.2021,20:00,21:00,,127,,,565,927
19.01.2021,21:00,22:00,,127,,,548,888
19.01.2021,22:00,23:00,,127,,,408,669
19.01.2021,23:00,00:00,,125,,,246,452
20.01.2021,00:00,01:00,,127,,,0,446
20.01.2021,01:00,02:00,,127,,,0,449
20.01.2021,02:00,03:00,,127,,,0,450
20.01.2021,03:00,04:00,,126,,,0,453
20.01.2021,04:00,05:00,,127,,,0,445
20.01.2021,05:00,06:00,,127,,,0,451
20.01.2021,06:00,07:00,,127,,,0,564
20.01.2021,07:00,08:00,,129,,,0,826
20.01.2021,08:00,09:00,,126,,,0,907
20.01.2021,09:00,10:00,,126,,,0,909
20.01.2021,10:00,11:00,,127,,,0,910
20.01.2021,11:00,12:00,,127,,,0,914
20.01.2021,12:00,13:00,,127,,,0,907
20.01.2021,13:00,14:00,,123,,,0,913
20.01.2021,14:00,15:00,,122,,,0,912
20.01.2021,15:00,16:00,,123,,,0,914
20.01.2021,16:00,17:00,,122,,,0,918
20.01.2021,17:00,18:00,,122,,,0,936
20.01.2021,18:00,19:00,,122,,,0,935
20.01.2021,19:00,20:00,,122,,,0,914
20.01.2021,20:00,21:00,,123,,,0,873
20.01.2021,21:00,22:00,,122,,,0,533
20.01.2021,22:00,23:00,,122,,,0,438
20.01.2021,23:00,00:00,,122,,,0,442
21.01.2021,00:00,01:00,,121,,,0,449
21.01.2021,01:00,02:00,,121,,,0,451
21.01.2021,02:00,03:00,,121,,,0,452
21.01.2021,03:00,04:00,,121,,,0,448
21.01.2021,04:00,05:00,,121,,,0,445
21.01.2021,05:00,06:00,,121,,,0,451
21.01.2021,06:00,07:00,,121,,,0,450
21.01.2021,07:00,08:00,,121,,,0,521
21.01.2021,08:00,09:00,,121,,,0,704
21.01.2021,09:00,10:00,,121,,,0,876
21.01.2021,10:00,11:00,,121,,,0,915
21.01.2021,11:00,12:00,,121,,,0,918
21.01.2021,12:00,13:00,,121,,,0,924
21.01.2021,13:00,14:00,,121,,,0,919
21.01.2021,14:00,15:00,,121,,,0,915
21.01.2021,15:00,16:00,,121,,,0,913
21.01.2021,16:00,17:00,,121,,,0,915
21.01.2021,17:00,18:00,,120,,,0,918
21.01.2021,18:00,19:00,,121,,,0,917
21.01.2021,19:00,20:00,,121,,,0,911
21.01.2021,20:00,21:00,,121,,,0,920
21.01.2021,21:00,22:00,,121,,,0,920
21.01.2021,22:00,23:00,,121,,,0,800
21.01.2021,23:00,00:00,,121,,,0,517
22.01.2021,00:00,01:00,,120,,,0,437
22.01.2021,01:00,02:00,,114,,,0,451
22.01.2021,02:00,03:00,,112,,,0,499
22.01.2021,03:00,04:00,,115,,,0,499
22.01.2021,04:00,05:00,,113,,,0,500
22.01.2021,05:00,06:00,,113,,,0,495
22.01.2021,06:00,07:00,,111,,,0,610
22.01.2021,07:00,08:00,,107,,,0,895
22.01.2021,08:00,09:00,,148,,,0,916
22.01.2021,09:00,10:00,,245,,,0,917
22.01.2021,10:00,11:00,,135,,,54,919
22.01.2021,11:00,12:00,,117,,,354,949
22.01.2021,12:00,13:00,,113,,,493,957
22.01.2021,13:00,14:00,,127,,,632,951
22.01.2021,14:00,15:00,,133,,,644,953
22.01.2021,15:00,16:00,,121,,,657,949
22.01.2021,16:00,17:00,,117,,,643,951
22.01.2021,17:00,18:00,,113,,,640,946
22.01.2021,18:00,19:00,,112,,,645,950
22.01.2021,19:00,20:00,,108,,,639,949
22.01.2021,20:00,21:00,,109,,,639,949
22.01.2021,21:00,22:00,,193,,,638,943
22.01.2021,22:00,23:00,,278,,,645,948
22.01.2021,23:00,00:00,,282,,,648,923
23.01.2021,00:00,01:00,,279,,,646,926
23.01.2021,01:00,02:00,,282,,,647,929
23.01.2021,02:00,03:00,,281,,,645,924
23.01.2021,03:00,04:00,,281,,,650,931
23.01.2021,04:00,05:00,,280,,,645,928
23.01.2021,05:00,06:00,,281,,,643,926
23.01.2021,06:00,07:00,,281,,,643,927
23.01.2021,07:00,08:00,,281,,,642,923
23.01.2021,08:00,09:00,,280,,,653,929
23.01.2021,09:00,10:00,,281,,,656,944
23.01.2021,10:00,11:00,,281,,,645,944
23.01.2021,11:00,12:00,,281,,,643,942
23.01.2021,12:00,13:00,,281,,,649,946
23.01.2021,13:00,14:00,,281,,,641,945
23.01.2021,14:00,15:00,,280,,,640,952
23.01.2021,15:00,16:00,,281,,,654,948
23.01.2021,16:00,17:00,,281,,,654,943
23.01.2021,17:00,18:00,,280,,,651,948
23.01.2021,18:00,19:00,,266,,,651,945
23.01.2021,19:00,20:00,,219,,,657,945
23.01.2021,20:00,21:00,,209,,,659,947
23.01.2021,21:00,22:00,,211,,,655,943
23.01.2021,22:00,23:00,,211,,,645,950
23.01.2021,23:00,00:00,,212,,,644,924
24.01.2021,00:00,01:00,,211,,,649,927
24.01.2021,01:00,02:00,,211,,,647,921
24.01.2021,02:00,03:00,,201,,,647,929
24.01.2021,03:00,04:00,,150,,,616,924
24.01.2021,04:00,05:00,,65,,,642,887
24.01.2021,05:00,06:00,,0,,,642,854
24.01.2021,06:00,07:00,,0,,,421,921
24.01.2021,07:00,08:00,,0,,,295,927
24.01.2021,08:00,09:00,,0,,,292,919
24.01.2021,09:00,10:00,,0,,,381,952
24.01.2021,10:00,11:00,,0,,,576,947
24.01.2021,11:00,12:00,,0,,,299,947
24.01.2021,12:00,13:00,,0,,,0,945
24.01.2021,13:00,14:00,,0,,,214,929
24.01.2021,14:00,15:00,,0,,,483,930
24.01.2021,15:00,16:00,,0,,,545,932
24.01.2021,16:00,17:00,,0,,,622,950
24.01.2021,17:00,18:00,,66,,,636,949
24.01.2021,18:00,19:00,,94,,,634,956
24.01.2021,19:00,20:00,,89,,,632,945
24.01.2021,20:00,21:00,,0,,,637,947
24.01.2021,21:00,22:00,,0,,,637,948
24.01.2021,22:00,23:00,,0,,,632,946
