date,start,end,11WD7NEUR1B--G-I,11WD7NEUR1B--F-L,11WD7NEUR2B--A-T,11WD7NEUR1B--B-X,11WD7NEUR1B--C-U,11WD7NEUR1B--D-R,11WD7NEUR1B--E-O
01.01.2016,00:00,01:00,1.072,1.071,272.0,279.0,0.0,594.0,0.0
01.01.2016,01:00,02:00,1.075,1.073,272.0,279.0,0.0,593.0,0.0
01.01.2016,02:00,03:00,1.075,1.071,272.0,279.0,0.0,593.0,0.0
01.01.2016,03:00,04:00,1.072,1.069,271.0,279.0,0.0,593.0,0.0
01.01.2016,04:00,05:00,1.072,1.072,272.0,279.0,0.0,594.0,0.0
01.01.2016,05:00,06:00,1.078,1.072,271.0,279.0,0.0,593.0,0.0
01.01.2016,06:00,07:00,1.071,1.07,271.0,279.0,0.0,593.0,0.0
01.01.2016,07:00,08:00,1.07,1.071,271.0,278.0,0.0,594.0,0.0
01.01.2016,08:00,09:00,1.073,1.071,271.0,278.0,0.0,588.0,0.0
01.01.2016,09:00,10:00,1.076,1.068,268.0,279.0,0.0,591.0,0.0
01.01.2016,10:00,11:00,1.074,1.071,271.0,279.0,0.0,593.0,0.0
01.01.2016,11:00,12:00,1.072,1.074,265.0,278.0,0.0,592.0,0.0
01.01.2016,12:00,13:00,1.076,1.069,271.0,279.0,0.0,592.0,0.0
01.01.2016,13:00,14:00,1.075,1.071,266.0,278.0,0.0,592.0,0.0
01.01.2016,14:00,15:00,1.071,1.072,271.0,278.0,0.0,591.0,0.0
01.01.2016,15:00,16:00,1.071,1.071,270.0,279.0,0.0,592.0,0.0
01.01.2016,16:00,17:00,1.077,1.069,271.0,279.0,0.0,591.0,0.0
01.01.2016,17:00,18:00,1.07,1.071,270.0,279.0,0.0,595.0,0.0
01.01.2016,18:00,19:00,1.068,1.07,268.0,279.0,0.0,593.0,0.0
01.01.2016,19:00,20:00,1.078,1.067,266.0,280.0,0.0,593.0,0.0
01.01.2016,20:00,21:00,1.072,1.071,270.0,280.0,0.0,594.0,0.0
01.01.2016,21:00,22:00,1.07,1.071,272.0,280.0,0.0,592.0,0.0
01.01.2016,22:00,23:00,1.075,1.07,268.0,266.0,0.0,592.0,0.0
01.01.2016,23:00,00:00,1.076,1.07,216.0,217.0,0.0,589.0,0.0
02.01.2016,00:00,01:00,1.07,1.069,223.0,201.0,0.0,468.0,0.0
02.01.2016,01:00,02:00,1.073,1.072,229.0,186.0,0.0,255.0,0.0
02.01.2016,02:00,03:00,1.051,1.07,229.0,186.0,0.0,257.0,0.0
02.01.2016,03:00,04:00,559.0,1.069,229.0,186.0,0.0,257.0,0.0
02.01.2016,04:00,05:00,475.0,1.071,229.0,186.0,0.0,259.0,0.0
02.01.2016,05:00,06:00,485.0,1.069,230.0,186.0,0.0,254.0,0.0
02.01.2016,06:00,07:00,480.0,1.071,229.0,186.0,0.0,260.0,0.0
02.01.2016,07:00,08:00,486.0,1.073,229.0,186.0,0.0,257.0,0.0
02.01.2016,08:00,09:00,655.0,1.068,230.0,184.0,0.0,258.0,0.0
02.01.2016,09:00,10:00,1.076,1.07,245.0,245.0,0.0,475.0,0.0
02.01.2016,10:00,11:00,1.074,1.069,270.0,277.0,0.0,591.0,0.0
02.01.2016,11:00,12:00,1.067,1.07,272.0,278.0,0.0,593.0,0.0
02.01.2016,12:00,13:00,1.075,1.07,272.0,279.0,0.0,592.0,0.0
02.01.2016,13:00,14:00,1.073,1.072,270.0,278.0,0.0,591.0,0.0
02.01.2016,14:00,15:00,1.071,1.068,270.0,277.0,0.0,590.0,0.0
02.01.2016,15:00,16:00,1.075,1.07,270.0,278.0,0.0,591.0,0.0
02.01.2016,16:00,17:00,1.074,1.068,271.0,278.0,0.0,591.0,0.0
02.01.2016,17:00,18:00,1.072,1.073,270.0,278.0,0.0,593.0,0.0
02.01.2016,18:00,19:00,1.071,1.07,271.0,279.0,0.0,592.0,0.0
02.01.2016,19:00,20:00,1.074,1.068,271.0,279.0,0.0,594.0,0.0
02.01.2016,20:00,21:00,1.077,1.065,272.0,279.0,0.0,591.0,0.0
02.01.2016,21:00,22:00,1.068,1.069,270.0,278.0,0.0,591.0,0.0
02.01.2016,22:00,23:00,1.07,1.067,271.0,278.0,0.0,591.0,0.0
02.01.2016,23:00,00:00,1.073,1.068,264.0,266.0,0.0,578.0,0.0
03.01.2016,00:00,01:00,1.071,1.07,209.0,187.0,0.0,377.0,0.0
03.01.2016,01:00,02:00,1.074,1.068,197.0,185.0,0.0,253.0,0.0
03.01.2016,02:00,03:00,1.067,1.067,197.0,184.0,0.0,256.0,0.0
03.01.2016,03:00,04:00,1.072,1.069,197.0,184.0,0.0,252.0,0.0
03.01.2016,04:00,05:00,1.073,1.068,197.0,184.0,0.0,255.0,0.0
03.01.2016,05:00,06:00,1.072,1.071,197.0,184.0,0.0,256.0,0.0
03.01.2016,06:00,07:00,1.052,1.069,197.0,184.0,0.0,255.0,0.0
03.01.2016,07:00,08:00,1.027,1.07,195.0,183.0,0.0,251.0,0.0
03.01.2016,08:00,09:00,1.017,1.068,195.0,183.0,0.0,256.0,0.0
03.01.2016,09:00,10:00,1.015,1.069,199.0,186.0,1.0,440.0,0.0
03.01.2016,10:00,11:00,1.019,1.07,263.0,230.0,106.0,601.0,0.0
03.01.2016,11:00,12:00,1.015,1.066,272.0,274.0,260.0,603.0,0.0
03.01.2016,12:00,13:00,1.07,1.071,273.0,280.0,290.0,600.0,0.0
03.01.2016,13:00,14:00,1.07,1.067,272.0,280.0,290.0,600.0,0.0
03.01.2016,14:00,15:00,1.077,1.07,274.0,280.0,290.0,599.0,0.0
03.01.2016,15:00,16:00,1.074,1.07,274.0,266.0,284.0,601.0,0.0
03.01.2016,16:00,17:00,1.069,1.071,261.0,117.0,265.0,599.0,0.0
03.01.2016,17:00,18:00,1.075,1.069,274.0,196.0,283.0,602.0,0.0
03.01.2016,18:00,19:00,1.071,1.072,275.0,284.0,282.0,604.0,0.0
03.01.2016,19:00,20:00,1.073,1.069,274.0,293.0,282.0,605.0,0.0
03.01.2016,20:00,21:00,1.075,1.069,275.0,292.0,282.0,604.0,0.0
03.01.2016,21:00,22:00,1.075,1.07,274.0,293.0,282.0,605.0,0.0
03.01.2016,22:00,23:00,1.074,1.07,276.0,294.0,283.0,603.0,0.0
03.01.2016,23:00,00:00,1.072,1.069,270.0,293.0,243.0,601.0,0.0
04.01.2016,00:00,01:00,1.074,1.07,235.0,246.0,178.0,416.0,0.0
04.01.2016,01:00,02:00,1.072,1.071,233.0,157.0,176.0,274.0,0.0
04.01.2016,02:00,03:00,1.07,1.064,233.0,155.0,176.0,261.0,0.0
04.01.2016,03:00,04:00,1.042,1.066,232.0,155.0,176.0,259.0,0.0
04.01.2016,04:00,05:00,945.0,1.065,231.0,154.0,175.0,260.0,0.0
04.01.2016,05:00,06:00,1.071,1.061,265.0,215.0,231.0,336.0,0.0
04.01.2016,06:00,07:00,1.067,1.064,274.0,291.0,281.0,316.0,8.0
04.01.2016,07:00,08:00,1.075,1.064,280.0,293.0,284.0,382.0,78.0
04.01.2016,08:00,09:00,1.067,1.062,282.0,293.0,286.0,476.0,265.0
04.01.2016,09:00,10:00,1.063,1.064,276.0,295.0,281.0,485.0,312.0
04.01.2016,10:00,11:00,1.063,1.06,278.0,296.0,281.0,500.0,313.0
04.01.2016,11:00,12:00,1.061,1.057,279.0,300.0,283.0,499.0,335.0
04.01.2016,12:00,13:00,1.059,1.057,278.0,304.0,282.0,501.0,344.0
04.01.2016,13:00,14:00,1.062,1.058,278.0,303.0,281.0,500.0,344.0
04.01.2016,14:00,15:00,1.063,1.058,279.0,305.0,281.0,501.0,341.0
04.01.2016,15:00,16:00,1.064,1.058,279.0,304.0,280.0,500.0,345.0
04.01.2016,16:00,17:00,1.064,1.056,280.0,303.0,283.0,501.0,348.0
04.01.2016,17:00,18:00,1.061,1.059,280.0,305.0,283.0,502.0,361.0
04.01.2016,18:00,19:00,1.062,1.06,280.0,306.0,283.0,501.0,371.0
04.01.2016,19:00,20:00,1.063,1.059,280.0,306.0,283.0,502.0,380.0
04.01.2016,20:00,21:00,1.061,1.056,280.0,305.0,283.0,502.0,384.0
04.01.2016,21:00,22:00,1.063,1.061,280.0,303.0,283.0,501.0,382.0
04.01.2016,22:00,23:00,1.061,1.059,156.0,300.0,288.0,499.0,368.0
04.01.2016,23:00,00:00,1.066,1.06,0.0,297.0,286.0,496.0,367.0
05.01.2016,00:00,01:00,1.064,1.059,0.0,295.0,290.0,495.0,365.0
05.01.2016,01:00,02:00,1.064,1.061,0.0,294.0,290.0,497.0,370.0
05.01.2016,02:00,03:00,1.063,1.062,0.0,282.0,291.0,496.0,377.0
05.01.2016,03:00,04:00,1.065,1.061,0.0,284.0,291.0,498.0,377.0
05.01.2016,04:00,05:00,1.066,1.064,0.0,290.0,291.0,497.0,377.0
05.01.2016,05:00,06:00,1.062,1.062,0.0,294.0,291.0,496.0,376.0
05.01.2016,06:00,07:00,1.066,1.063,0.0,294.0,291.0,567.0,369.0
05.01.2016,07:00,08:00,1.063,1.062,0.0,294.0,291.0,595.0,372.0
05.01.2016,08:00,09:00,1.065,1.063,0.0,294.0,291.0,594.0,373.0
05.01.2016,09:00,10:00,1.065,1.061,0.0,294.0,291.0,593.0,381.0
05.01.2016,10:00,11:00,1.065,1.061,0.0,294.0,292.0,585.0,390.0
05.01.2016,11:00,12:00,1.062,1.062,0.0,291.0,289.0,154.0,387.0
05.01.2016,12:00,13:00,1.064,1.062,0.0,291.0,290.0,0.0,388.0
05.01.2016,13:00,14:00,1.062,1.067,0.0,293.0,290.0,0.0,387.0
05.01.2016,14:00,15:00,1.062,1.068,0.0,293.0,290.0,0.0,389.0
05.01.2016,15:00,16:00,1.066,723.0,0.0,287.0,290.0,0.0,391.0
05.01.2016,16:00,17:00,1.063,82.0,0.0,292.0,289.0,0.0,394.0
05.01.2016,17:00,18:00,1.063,0.0,0.0,293.0,290.0,0.0,406.0
05.01.2016,18:00,19:00,1.063,0.0,0.0,293.0,290.0,0.0,411.0
05.01.2016,19:00,20:00,1.058,0.0,0.0,293.0,291.0,0.0,424.0
05.01.2016,20:00,21:00,1.063,0.0,0.0,293.0,291.0,0.0,434.0
05.01.2016,21:00,22:00,1.055,0.0,0.0,292.0,291.0,0.0,436.0
05.01.2016,22:00,23:00,1.009,0.0,0.0,289.0,292.0,0.0,433.0
05.01.2016,23:00,00:00,1.005,0.0,0.0,289.0,289.0,0.0,425.0
06.01.2016,00:00,01:00,1.009,0.0,0.0,291.0,285.0,0.0,435.0
06.01.2016,01:00,02:00,1.004,0.0,0.0,293.0,285.0,0.0,435.0
06.01.2016,02:00,03:00,1.011,0.0,0.0,294.0,285.0,0.0,436.0
06.01.2016,03:00,04:00,1.007,0.0,0.0,294.0,285.0,0.0,428.0
06.01.2016,04:00,05:00,1.01,0.0,0.0,294.0,285.0,0.0,431.0
06.01.2016,05:00,06:00,1.008,0.0,0.0,293.0,285.0,0.0,428.0
06.01.2016,06:00,07:00,1.062,0.0,0.0,293.0,285.0,0.0,425.0
06.01.2016,07:00,08:00,1.059,0.0,0.0,293.0,287.0,0.0,433.0
06.01.2016,08:00,09:00,1.063,0.0,0.0,293.0,286.0,0.0,429.0
06.01.2016,09:00,10:00,1.064,0.0,0.0,293.0,287.0,0.0,424.0
06.01.2016,10:00,11:00,1.063,0.0,0.0,293.0,287.0,0.0,423.0
06.01.2016,11:00,12:00,1.062,0.0,0.0,293.0,287.0,0.0,421.0
06.01.2016,12:00,13:00,1.062,0.0,0.0,293.0,285.0,0.0,430.0
06.01.2016,13:00,14:00,1.064,0.0,0.0,293.0,285.0,0.0,433.0
06.01.2016,14:00,15:00,1.064,0.0,0.0,293.0,286.0,0.0,430.0
06.01.2016,15:00,16:00,1.064,0.0,0.0,293.0,285.0,0.0,426.0
06.01.2016,16:00,17:00,1.061,0.0,0.0,293.0,285.0,0.0,428.0
06.01.2016,17:00,18:00,1.06,0.0,0.0,293.0,285.0,0.0,424.0
06.01.2016,18:00,19:00,1.062,0.0,0.0,282.0,285.0,0.0,417.0
06.01.2016,19:00,20:00,1.066,0.0,0.0,293.0,285.0,0.0,413.0
06.01.2016,20:00,21:00,1.063,0.0,0.0,292.0,285.0,0.0,417.0
06.01.2016,21:00,22:00,1.063,0.0,0.0,292.0,285.0,0.0,413.0
06.01.2016,22:00,23:00,1.061,0.0,0.0,293.0,285.0,0.0,421.0
06.01.2016,23:00,00:00,1.064,0.0,0.0,291.0,285.0,0.0,425.0
07.01.2016,00:00,01:00,1.065,0.0,0.0,293.0,277.0,0.0,429.0
07.01.2016,01:00,02:00,1.063,0.0,0.0,292.0,277.0,0.0,428.0
07.01.2016,02:00,03:00,1.067,0.0,0.0,294.0,278.0,0.0,430.0
07.01.2016,03:00,04:00,1.062,0.0,0.0,291.0,277.0,0.0,420.0
07.01.2016,04:00,05:00,1.064,0.0,0.0,294.0,278.0,208.0,423.0
07.01.2016,05:00,06:00,1.064,0.0,0.0,296.0,279.0,463.0,428.0
07.01.2016,06:00,07:00,1.064,0.0,0.0,296.0,281.0,596.0,438.0
07.01.2016,07:00,08:00,1.063,0.0,0.0,296.0,287.0,595.0,437.0
07.01.2016,08:00,09:00,1.063,0.0,0.0,297.0,287.0,593.0,436.0
07.01.2016,09:00,10:00,1.061,0.0,0.0,297.0,288.0,594.0,437.0
07.01.2016,10:00,11:00,1.064,0.0,0.0,298.0,288.0,595.0,434.0
07.01.2016,11:00,12:00,1.063,0.0,0.0,298.0,288.0,594.0,427.0
07.01.2016,12:00,13:00,1.064,0.0,0.0,297.0,287.0,595.0,428.0
07.01.2016,13:00,14:00,1.064,0.0,0.0,297.0,287.0,596.0,426.0
07.01.2016,14:00,15:00,1.062,0.0,0.0,297.0,287.0,595.0,427.0
07.01.2016,15:00,16:00,1.063,0.0,0.0,297.0,286.0,596.0,429.0
07.01.2016,16:00,17:00,1.063,0.0,0.0,298.0,287.0,595.0,430.0
07.01.2016,17:00,18:00,1.061,0.0,0.0,298.0,287.0,596.0,429.0
07.01.2016,18:00,19:00,1.06,0.0,0.0,298.0,287.0,596.0,430.0
07.01.2016,19:00,20:00,1.063,0.0,0.0,297.0,287.0,596.0,430.0
07.01.2016,20:00,21:00,1.063,0.0,0.0,296.0,286.0,596.0,429.0
07.01.2016,21:00,22:00,1.067,0.0,0.0,281.0,279.0,596.0,425.0
