date,start,end,11WD7NORF5G-HTER,11WD7NORF5GAGUDC,11WD7NORF5GGUDFA
01.01.2016,00:00,01:00,0.0,0.0,0.0
01.01.2016,01:00,02:00,0.0,0.0,0.0
01.01.2016,02:00,03:00,0.0,0.0,0.0
01.01.2016,03:00,04:00,0.0,0.0,0.0
01.01.2016,04:00,05:00,0.0,0.0,0.0
01.01.2016,05:00,06:00,0.0,0.0,0.0
01.01.2016,06:00,07:00,0.0,0.0,0.0
01.01.2016,07:00,08:00,0.0,0.0,0.0
01.01.2016,08:00,09:00,0.0,0.0,0.0
01.01.2016,09:00,10:00,0.0,19.0,0.0
01.01.2016,10:00,11:00,0.0,66.0,0.0
01.01.2016,11:00,12:00,0.0,87.0,0.0
01.01.2016,12:00,13:00,0.0,87.0,0.0
01.01.2016,13:00,14:00,0.0,87.0,0.0
01.01.2016,14:00,15:00,0.0,87.0,0.0
01.01.2016,15:00,16:00,0.0,87.0,0.0
01.01.2016,16:00,17:00,0.0,87.0,0.0
01.01.2016,17:00,18:00,0.0,87.0,0.0
01.01.2016,18:00,19:00,0.0,88.0,0.0
01.01.2016,19:00,20:00,0.0,87.0,0.0
01.01.2016,20:00,21:00,0.0,87.0,0.0
01.01.2016,21:00,22:00,0.0,77.0,0.0
01.01.2016,22:00,23:00,0.0,7.0,0.0
01.01.2016,23:00,00:00,0.0,0.0,0.0
02.01.2016,00:00,01:00,0.0,0.0,0.0
02.01.2016,01:00,02:00,0.0,0.0,0.0
02.01.2016,02:00,03:00,0.0,0.0,0.0
02.01.2016,03:00,04:00,0.0,0.0,0.0
02.01.2016,04:00,05:00,0.0,0.0,0.0
02.01.2016,05:00,06:00,0.0,0.0,0.0
02.01.2016,06:00,07:00,0.0,0.0,0.0
02.01.2016,07:00,08:00,0.0,1.0,0.0
02.01.2016,08:00,09:00,0.0,39.0,0.0
02.01.2016,09:00,10:00,0.0,82.0,0.0
02.01.2016,10:00,11:00,0.0,87.0,0.0
02.01.2016,11:00,12:00,0.0,87.0,0.0
02.01.2016,12:00,13:00,0.0,87.0,0.0
02.01.2016,13:00,14:00,0.0,87.0,0.0
02.01.2016,14:00,15:00,0.0,87.0,0.0
02.01.2016,15:00,16:00,0.0,87.0,0.0
02.01.2016,16:00,17:00,0.0,87.0,0.0
02.01.2016,17:00,18:00,0.0,87.0,0.0
02.01.2016,18:00,19:00,0.0,87.0,0.0
02.01.2016,19:00,20:00,0.0,87.0,0.0
02.01.2016,20:00,21:00,0.0,87.0,0.0
02.01.2016,21:00,22:00,0.0,87.0,0.0
02.01.2016,22:00,23:00,0.0,67.0,0.0
02.01.2016,23:00,00:00,0.0,0.0,0.0
03.01.2016,00:00,01:00,0.0,0.0,0.0
03.01.2016,01:00,02:00,0.0,0.0,0.0
03.01.2016,02:00,03:00,0.0,0.0,0.0
03.01.2016,03:00,04:00,0.0,0.0,0.0
03.01.2016,04:00,05:00,0.0,0.0,0.0
03.01.2016,05:00,06:00,0.0,0.0,0.0
03.01.2016,06:00,07:00,0.0,0.0,0.0
03.01.2016,07:00,08:00,0.0,0.0,0.0
03.01.2016,08:00,09:00,0.0,0.0,0.0
03.01.2016,09:00,10:00,0.0,0.0,0.0
03.01.2016,10:00,11:00,0.0,0.0,0.0
03.01.2016,11:00,12:00,0.0,0.0,0.0
03.01.2016,12:00,13:00,0.0,0.0,0.0
03.01.2016,13:00,14:00,0.0,0.0,0.0
03.01.2016,14:00,15:00,0.0,0.0,0.0
03.01.2016,15:00,16:00,0.0,0.0,0.0
03.01.2016,16:00,17:00,0.0,0.0,0.0
03.01.2016,17:00,18:00,0.0,0.0,0.0
03.01.2016,18:00,19:00,0.0,0.0,0.0
03.01.2016,19:00,20:00,0.0,0.0,0.0
03.01.2016,20:00,21:00,0.0,0.0,0.0
03.01.2016,21:00,22:00,0.0,0.0,0.0
03.01.2016,22:00,23:00,0.0,0.0,0.0
03.01.2016,23:00,00:00,0.0,0.0,0.0
04.01.2016,00:00,01:00,0.0,0.0,0.0
04.01.2016,01:00,02:00,0.0,0.0,0.0
04.01.2016,02:00,03:00,0.0,0.0,0.0
04.01.2016,03:00,04:00,0.0,0.0,0.0
04.01.2016,04:00,05:00,0.0,3.0,0.0
04.01.2016,05:00,06:00,0.0,42.0,0.0
04.01.2016,06:00,07:00,0.0,85.0,0.0
04.01.2016,07:00,08:00,0.0,88.0,0.0
04.01.2016,08:00,09:00,0.0,88.0,0.0
04.01.2016,09:00,10:00,0.0,88.0,0.0
04.01.2016,10:00,11:00,0.0,88.0,0.0
04.01.2016,11:00,12:00,0.0,88.0,0.0
04.01.2016,12:00,13:00,0.0,88.0,0.0
04.01.2016,13:00,14:00,0.0,88.0,0.0
04.01.2016,14:00,15:00,0.0,88.0,0.0
04.01.2016,15:00,16:00,0.0,87.0,0.0
04.01.2016,16:00,17:00,0.0,87.0,0.0
04.01.2016,17:00,18:00,0.0,88.0,0.0
04.01.2016,18:00,19:00,0.0,88.0,0.0
04.01.2016,19:00,20:00,0.0,88.0,0.0
04.01.2016,20:00,21:00,0.0,88.0,0.0
04.01.2016,21:00,22:00,0.0,75.0,0.0
04.01.2016,22:00,23:00,0.0,3.0,0.0
04.01.2016,23:00,00:00,0.0,0.0,0.0
05.01.2016,00:00,01:00,0.0,0.0,0.0
05.01.2016,01:00,02:00,0.0,0.0,0.0
05.01.2016,02:00,03:00,0.0,0.0,0.0
05.01.2016,03:00,04:00,0.0,0.0,0.0
05.01.2016,04:00,05:00,0.0,0.0,0.0
05.01.2016,05:00,06:00,0.0,10.0,0.0
05.01.2016,06:00,07:00,0.0,58.0,0.0
05.01.2016,07:00,08:00,0.0,87.0,0.0
05.01.2016,08:00,09:00,0.0,87.0,0.0
05.01.2016,09:00,10:00,0.0,87.0,0.0
05.01.2016,10:00,11:00,0.0,87.0,0.0
05.01.2016,11:00,12:00,0.0,87.0,0.0
05.01.2016,12:00,13:00,0.0,87.0,0.0
05.01.2016,13:00,14:00,0.0,88.0,0.0
05.01.2016,14:00,15:00,0.0,89.0,0.0
05.01.2016,15:00,16:00,0.0,89.0,0.0
05.01.2016,16:00,17:00,0.0,89.0,0.0
05.01.2016,17:00,18:00,0.0,89.0,0.0
05.01.2016,18:00,19:00,0.0,89.0,0.0
05.01.2016,19:00,20:00,0.0,89.0,0.0
05.01.2016,20:00,21:00,0.0,89.0,0.0
05.01.2016,21:00,22:00,0.0,77.0,0.0
05.01.2016,22:00,23:00,0.0,5.0,0.0
05.01.2016,23:00,00:00,0.0,0.0,0.0
06.01.2016,00:00,01:00,0.0,0.0,0.0
06.01.2016,01:00,02:00,0.0,0.0,0.0
06.01.2016,02:00,03:00,0.0,0.0,0.0
06.01.2016,03:00,04:00,0.0,0.0,0.0
06.01.2016,04:00,05:00,0.0,0.0,0.0
06.01.2016,05:00,06:00,0.0,34.0,0.0
06.01.2016,06:00,07:00,0.0,80.0,0.0
06.01.2016,07:00,08:00,0.0,87.0,0.0
06.01.2016,08:00,09:00,0.0,87.0,15.0
06.01.2016,09:00,10:00,0.0,87.0,86.0
06.01.2016,10:00,11:00,0.0,78.0,86.0
06.01.2016,11:00,12:00,0.0,22.0,109.0
06.01.2016,12:00,13:00,0.0,0.0,179.0
06.01.2016,13:00,14:00,0.0,0.0,565.0
06.01.2016,14:00,15:00,0.0,0.0,571.0
06.01.2016,15:00,16:00,0.0,0.0,567.0
06.01.2016,16:00,17:00,0.0,1.0,57.0
06.01.2016,17:00,18:00,0.0,56.0,0.0
06.01.2016,18:00,19:00,0.0,87.0,0.0
06.01.2016,19:00,20:00,0.0,87.0,0.0
06.01.2016,20:00,21:00,0.0,87.0,0.0
06.01.2016,21:00,22:00,0.0,87.0,0.0
06.01.2016,22:00,23:00,0.0,76.0,0.0
06.01.2016,23:00,00:00,0.0,8.0,0.0
