date,start,end,11WD8JAEN1L---AD,11WD8JAEN1L---BB,11WD8JAEN1L---C9,11WD8JAEN1L---D7,11WD8JAEN1L---E5,11WD8JAEN1L---F3
01.01.2021,00:00,01:00,228.0,426.0,494.0,493.0,,
01.01.2021,01:00,02:00,235.0,428.0,497.0,496.0,,
01.01.2021,02:00,03:00,231.0,428.0,490.0,488.0,,
01.01.2021,03:00,04:00,230.0,427.0,488.0,487.0,,
01.01.2021,04:00,05:00,229.0,428.0,488.0,487.0,,
01.01.2021,05:00,06:00,232.0,427.0,492.0,491.0,,
01.01.2021,06:00,07:00,235.0,421.0,496.0,495.0,,
01.01.2021,07:00,08:00,230.0,418.0,495.0,492.0,,
01.01.2021,08:00,09:00,223.0,418.0,476.0,474.0,,
01.01.2021,09:00,10:00,228.0,419.0,485.0,481.0,,
01.01.2021,10:00,11:00,231.0,418.0,488.0,487.0,,
01.01.2021,11:00,12:00,235.0,419.0,501.0,497.0,,
01.01.2021,12:00,13:00,235.0,423.0,495.0,492.0,,
01.01.2021,13:00,14:00,233.0,428.0,496.0,493.0,,
01.01.2021,14:00,15:00,233.0,416.0,497.0,495.0,,
01.01.2021,15:00,16:00,232.0,419.0,496.0,498.0,,
01.01.2021,16:00,17:00,233.0,416.0,497.0,494.0,,
01.01.2021,17:00,18:00,230.0,417.0,495.0,490.0,,
01.01.2021,18:00,19:00,208.0,416.0,489.0,486.0,,
01.01.2021,19:00,20:00,226.0,416.0,487.0,490.0,,
01.01.2021,20:00,21:00,227.0,426.0,492.0,491.0,,
01.01.2021,21:00,22:00,234.0,428.0,490.0,489.0,,
01.01.2021,22:00,23:00,230.0,426.0,473.0,469.0,,
01.01.2021,23:00,00:00,290.0,425.0,468.0,465.0,,
02.01.2021,00:00,01:00,376.0,426.0,439.0,438.0,,
02.01.2021,01:00,02:00,396.0,426.0,462.0,459.0,,
02.01.2021,02:00,03:00,421.0,426.0,439.0,435.0,,
02.01.2021,03:00,04:00,417.0,427.0,437.0,433.0,,
02.01.2021,04:00,05:00,430.0,427.0,445.0,439.0,,
02.01.2021,05:00,06:00,490.0,426.0,500.0,496.0,,
02.01.2021,06:00,07:00,473.0,414.0,481.0,481.0,,
02.01.2021,07:00,08:00,469.0,404.0,472.0,470.0,,
02.01.2021,08:00,09:00,479.0,404.0,486.0,484.0,,
02.01.2021,09:00,10:00,486.0,409.0,492.0,491.0,,
02.01.2021,10:00,11:00,494.0,403.0,499.0,499.0,,
02.01.2021,11:00,12:00,494.0,402.0,500.0,498.0,,
02.01.2021,12:00,13:00,494.0,407.0,500.0,498.0,,
02.01.2021,13:00,14:00,497.0,409.0,501.0,502.0,,
02.01.2021,14:00,15:00,496.0,406.0,499.0,501.0,,
02.01.2021,15:00,16:00,493.0,408.0,499.0,498.0,,
02.01.2021,16:00,17:00,494.0,409.0,500.0,500.0,,
02.01.2021,17:00,18:00,490.0,409.0,498.0,500.0,,
02.01.2021,18:00,19:00,487.0,422.0,493.0,497.0,,
02.01.2021,19:00,20:00,486.0,415.0,498.0,498.0,,
02.01.2021,20:00,21:00,481.0,412.0,495.0,495.0,,
02.01.2021,21:00,22:00,480.0,414.0,492.0,494.0,,
02.01.2021,22:00,23:00,476.0,413.0,487.0,488.0,,
02.01.2021,23:00,00:00,469.0,415.0,482.0,481.0,,
03.01.2021,00:00,01:00,454.0,414.0,456.0,452.0,,
03.01.2021,01:00,02:00,487.0,417.0,479.0,477.0,,
03.01.2021,02:00,03:00,412.0,415.0,408.0,405.0,,
03.01.2021,03:00,04:00,325.0,416.0,313.0,326.0,,
03.01.2021,04:00,05:00,312.0,426.0,299.0,324.0,,
03.01.2021,05:00,06:00,303.0,427.0,299.0,314.0,,
03.01.2021,06:00,07:00,303.0,423.0,299.0,335.0,,
03.01.2021,07:00,08:00,303.0,417.0,302.0,334.0,,
03.01.2021,08:00,09:00,309.0,419.0,312.0,323.0,,
03.01.2021,09:00,10:00,305.0,419.0,310.0,314.0,,
03.01.2021,10:00,11:00,345.0,418.0,299.0,324.0,,
