date,start,end,11WD8JAEN1L---AD,11WD8JAEN1L---BB,11WD8JAEN1L---C9,11WD8JAEN1L---D7,11WD8JAEN1L---E5,11WD8JAEN1L---F3
01.01.2017,00:00,01:00,326.0,154.0,165.0,313.0,394.0,164.0
01.01.2017,01:00,02:00,328.0,145.0,163.0,310.0,392.0,168.0
01.01.2017,02:00,03:00,328.0,157.0,162.0,310.0,390.0,165.0
01.01.2017,03:00,04:00,327.0,155.0,160.0,309.0,394.0,163.0
01.01.2017,04:00,05:00,329.0,154.0,161.0,309.0,395.0,167.0
01.01.2017,05:00,06:00,328.0,185.0,162.0,310.0,394.0,164.0
01.01.2017,06:00,07:00,326.0,190.0,177.0,350.0,393.0,166.0
01.01.2017,07:00,08:00,328.0,158.0,163.0,316.0,390.0,166.0
01.01.2017,08:00,09:00,324.0,151.0,162.0,311.0,392.0,166.0
01.01.2017,09:00,10:00,322.0,159.0,162.0,310.0,395.0,166.0
01.01.2017,10:00,11:00,320.0,162.0,161.0,309.0,394.0,166.0
01.01.2017,11:00,12:00,317.0,163.0,162.0,310.0,396.0,166.0
01.01.2017,12:00,13:00,319.0,167.0,163.0,312.0,396.0,167.0
01.01.2017,13:00,14:00,319.0,167.0,163.0,311.0,394.0,166.0
01.01.2017,14:00,15:00,314.0,167.0,163.0,310.0,393.0,169.0
01.01.2017,15:00,16:00,314.0,158.0,163.0,310.0,395.0,169.0
01.01.2017,16:00,17:00,316.0,152.0,163.0,311.0,385.0,170.0
01.01.2017,17:00,18:00,316.0,153.0,164.0,312.0,384.0,171.0
01.01.2017,18:00,19:00,312.0,160.0,163.0,310.0,394.0,171.0
01.01.2017,19:00,20:00,313.0,157.0,163.0,311.0,395.0,170.0
01.01.2017,20:00,21:00,314.0,159.0,163.0,310.0,396.0,171.0
01.01.2017,21:00,22:00,312.0,160.0,164.0,309.0,393.0,170.0
01.01.2017,22:00,23:00,312.0,157.0,163.0,308.0,390.0,168.0
01.01.2017,23:00,00:00,313.0,157.0,162.0,308.0,391.0,169.0
02.01.2017,00:00,01:00,325.0,163.0,173.0,325.0,411.0,177.0
02.01.2017,01:00,02:00,333.0,162.0,174.0,351.0,417.0,176.0
02.01.2017,02:00,03:00,400.0,184.0,198.0,420.0,418.0,202.0
02.01.2017,03:00,04:00,484.0,208.0,226.0,489.0,453.0,233.0
02.01.2017,04:00,05:00,396.0,192.0,203.0,385.0,419.0,191.0
02.01.2017,05:00,06:00,361.0,169.0,176.0,342.0,416.0,179.0
02.01.2017,06:00,07:00,359.0,175.0,175.0,331.0,414.0,175.0
02.01.2017,07:00,08:00,398.0,184.0,197.0,391.0,411.0,185.0
02.01.2017,08:00,09:00,414.0,186.0,213.0,438.0,431.0,205.0
02.01.2017,09:00,10:00,428.0,183.0,222.0,467.0,433.0,211.0
02.01.2017,10:00,11:00,339.0,159.0,181.0,331.0,384.0,164.0
02.01.2017,11:00,12:00,323.0,156.0,177.0,293.0,386.0,165.0
02.01.2017,12:00,13:00,317.0,157.0,173.0,295.0,389.0,167.0
02.01.2017,13:00,14:00,342.0,154.0,185.0,304.0,385.0,166.0
02.01.2017,14:00,15:00,366.0,150.0,205.0,339.0,386.0,165.0
02.01.2017,15:00,16:00,370.0,157.0,213.0,358.0,386.0,165.0
02.01.2017,16:00,17:00,343.0,233.0,186.0,314.0,376.0,166.0
02.01.2017,17:00,18:00,349.0,240.0,191.0,315.0,380.0,163.0
02.01.2017,18:00,19:00,379.0,277.0,220.0,375.0,429.0,163.0
02.01.2017,19:00,20:00,414.0,382.0,226.0,441.0,451.0,220.0
02.01.2017,20:00,21:00,424.0,401.0,231.0,467.0,448.0,233.0
02.01.2017,21:00,22:00,413.0,402.0,225.0,403.0,420.0,213.0
02.01.2017,22:00,23:00,353.0,342.0,188.0,327.0,413.0,193.0
02.01.2017,23:00,00:00,352.0,225.0,184.0,282.0,413.0,191.0
03.01.2017,00:00,01:00,356.0,117.0,181.0,143.0,415.0,185.0
03.01.2017,01:00,02:00,356.0,121.0,174.0,163.0,415.0,173.0
03.01.2017,02:00,03:00,357.0,126.0,162.0,163.0,415.0,171.0
03.01.2017,03:00,04:00,351.0,129.0,162.0,161.0,412.0,170.0
03.01.2017,04:00,05:00,353.0,125.0,163.0,164.0,388.0,169.0
03.01.2017,05:00,06:00,356.0,126.0,163.0,165.0,412.0,168.0
03.01.2017,06:00,07:00,357.0,122.0,162.0,163.0,411.0,166.0
03.01.2017,07:00,08:00,347.0,135.0,163.0,165.0,407.0,165.0
03.01.2017,08:00,09:00,325.0,133.0,163.0,168.0,386.0,164.0
03.01.2017,09:00,10:00,316.0,133.0,162.0,167.0,387.0,165.0
03.01.2017,10:00,11:00,314.0,131.0,163.0,167.0,386.0,164.0
03.01.2017,11:00,12:00,315.0,145.0,164.0,168.0,385.0,165.0
03.01.2017,12:00,13:00,373.0,144.0,187.0,191.0,387.0,170.0
03.01.2017,13:00,14:00,402.0,138.0,191.0,193.0,386.0,172.0
03.01.2017,14:00,15:00,401.0,136.0,196.0,187.0,390.0,173.0
03.01.2017,15:00,16:00,400.0,137.0,202.0,182.0,385.0,172.0
03.01.2017,16:00,17:00,333.0,136.0,177.0,169.0,375.0,171.0
03.01.2017,17:00,18:00,322.0,134.0,169.0,185.0,382.0,171.0
03.01.2017,18:00,19:00,319.0,135.0,167.0,199.0,384.0,171.0
03.01.2017,19:00,20:00,320.0,136.0,168.0,199.0,383.0,172.0
03.01.2017,20:00,21:00,318.0,145.0,206.0,211.0,413.0,183.0
03.01.2017,21:00,22:00,317.0,148.0,215.0,209.0,424.0,185.0
03.01.2017,22:00,23:00,319.0,173.0,201.0,209.0,415.0,187.0
03.01.2017,23:00,00:00,314.0,177.0,200.0,206.0,412.0,185.0
