date,start,end,11WD7EMSL1G-GUD9,11WD7EMSL-G-BLB0,11WD7EMSL-G-BLCZ
01.01.2017,00:00,01:00,0.0,0.0,0.0
01.01.2017,01:00,02:00,0.0,0.0,0.0
01.01.2017,02:00,03:00,0.0,0.0,0.0
01.01.2017,03:00,04:00,0.0,0.0,0.0
01.01.2017,04:00,05:00,0.0,0.0,0.0
01.01.2017,05:00,06:00,0.0,0.0,0.0
01.01.2017,06:00,07:00,0.0,0.0,0.0
01.01.2017,07:00,08:00,0.0,0.0,0.0
01.01.2017,08:00,09:00,0.0,0.0,0.0
01.01.2017,09:00,10:00,0.0,0.0,0.0
01.01.2017,10:00,11:00,0.0,0.0,0.0
01.01.2017,11:00,12:00,0.0,0.0,0.0
01.01.2017,12:00,13:00,0.0,0.0,0.0
01.01.2017,13:00,14:00,0.0,0.0,0.0
01.01.2017,14:00,15:00,0.0,0.0,0.0
01.01.2017,15:00,16:00,0.0,0.0,0.0
01.01.2017,16:00,17:00,0.0,0.0,0.0
01.01.2017,17:00,18:00,0.0,64.0,63.0
01.01.2017,18:00,19:00,0.0,25.0,25.0
01.01.2017,19:00,20:00,0.0,0.0,0.0
01.01.2017,20:00,21:00,0.0,0.0,0.0
01.01.2017,21:00,22:00,0.0,0.0,0.0
01.01.2017,22:00,23:00,0.0,0.0,0.0
01.01.2017,23:00,00:00,0.0,0.0,0.0
02.01.2017,00:00,01:00,0.0,0.0,0.0
02.01.2017,01:00,02:00,0.0,0.0,0.0
02.01.2017,02:00,03:00,0.0,0.0,0.0
02.01.2017,03:00,04:00,0.0,0.0,0.0
02.01.2017,04:00,05:00,0.0,0.0,0.0
02.01.2017,05:00,06:00,0.0,0.0,0.0
02.01.2017,06:00,07:00,0.0,7.0,5.0
02.01.2017,07:00,08:00,0.0,113.0,113.0
02.01.2017,08:00,09:00,0.0,130.0,132.0
02.01.2017,09:00,10:00,0.0,129.0,134.0
02.01.2017,10:00,11:00,0.0,130.0,148.0
02.01.2017,11:00,12:00,0.0,194.0,303.0
02.01.2017,12:00,13:00,0.0,448.0,481.0
02.01.2017,13:00,14:00,0.0,483.0,483.0
02.01.2017,14:00,15:00,0.0,483.0,483.0
02.01.2017,15:00,16:00,0.0,483.0,483.0
02.01.2017,16:00,17:00,0.0,483.0,483.0
02.01.2017,17:00,18:00,0.0,483.0,483.0
02.01.2017,18:00,19:00,0.0,294.0,449.0
02.01.2017,19:00,20:00,0.0,200.0,329.0
02.01.2017,20:00,21:00,0.0,0.0,36.0
02.01.2017,21:00,22:00,0.0,0.0,0.0
02.01.2017,22:00,23:00,0.0,0.0,0.0
02.01.2017,23:00,00:00,0.0,0.0,0.0
03.01.2017,00:00,01:00,0.0,0.0,0.0
03.01.2017,01:00,02:00,0.0,0.0,0.0
03.01.2017,02:00,03:00,0.0,0.0,0.0
03.01.2017,03:00,04:00,0.0,0.0,0.0
03.01.2017,04:00,05:00,0.0,0.0,0.0
03.01.2017,05:00,06:00,0.0,76.0,72.0
03.01.2017,06:00,07:00,0.0,114.0,125.0
03.01.2017,07:00,08:00,0.0,120.0,124.0
03.01.2017,08:00,09:00,0.0,0.0,0.0
03.01.2017,09:00,10:00,0.0,0.0,0.0
03.01.2017,10:00,11:00,0.0,0.0,0.0
03.01.2017,11:00,12:00,0.0,0.0,0.0
03.01.2017,12:00,13:00,0.0,0.0,0.0
03.01.2017,13:00,14:00,0.0,0.0,0.0
03.01.2017,14:00,15:00,0.0,0.0,0.0
03.01.2017,15:00,16:00,0.0,0.0,0.0
03.01.2017,16:00,17:00,0.0,0.0,0.0
03.01.2017,17:00,18:00,0.0,0.0,0.0
03.01.2017,18:00,19:00,0.0,0.0,0.0
03.01.2017,19:00,20:00,0.0,0.0,0.0
03.01.2017,20:00,21:00,0.0,0.0,0.0
03.01.2017,21:00,22:00,0.0,0.0,0.0
03.01.2017,22:00,23:00,0.0,0.0,0.0
03.01.2017,23:00,00:00,0.0,0.0,0.0
04.01.2017,00:00,01:00,0.0,0.0,0.0
04.01.2017,01:00,02:00,0.0,0.0,0.0
04.01.2017,02:00,03:00,0.0,0.0,0.0
04.01.2017,03:00,04:00,0.0,0.0,0.0
04.01.2017,04:00,05:00,0.0,0.0,0.0
04.01.2017,05:00,06:00,0.0,0.0,0.0
04.01.2017,06:00,07:00,0.0,3.0,0.0
04.01.2017,07:00,08:00,0.0,116.0,0.0
04.01.2017,08:00,09:00,0.0,131.0,0.0
04.01.2017,09:00,10:00,0.0,133.0,0.0
04.01.2017,10:00,11:00,0.0,134.0,0.0
04.01.2017,11:00,12:00,0.0,135.0,0.0
04.01.2017,12:00,13:00,0.0,135.0,0.0
04.01.2017,13:00,14:00,12.0,134.0,0.0
04.01.2017,14:00,15:00,40.0,134.0,0.0
04.01.2017,15:00,16:00,200.0,134.0,0.0
04.01.2017,16:00,17:00,349.0,134.0,0.0
04.01.2017,17:00,18:00,414.0,134.0,0.0
04.01.2017,18:00,19:00,378.0,126.0,0.0
04.01.2017,19:00,20:00,388.0,0.0,0.0
04.01.2017,20:00,21:00,167.0,0.0,0.0
04.01.2017,21:00,22:00,0.0,0.0,0.0
04.01.2017,22:00,23:00,0.0,0.0,0.0
04.01.2017,23:00,00:00,0.0,0.0,0.0
05.01.2017,00:00,01:00,0.0,0.0,0.0
05.01.2017,01:00,02:00,0.0,0.0,0.0
05.01.2017,02:00,03:00,0.0,0.0,0.0
05.01.2017,03:00,04:00,0.0,0.0,33.0
05.01.2017,04:00,05:00,8.0,99.0,44.0
05.01.2017,05:00,06:00,404.0,209.0,107.0
05.01.2017,06:00,07:00,864.0,237.0,239.0
05.01.2017,07:00,08:00,869.0,339.0,231.0
05.01.2017,08:00,09:00,811.0,480.0,231.0
05.01.2017,09:00,10:00,870.0,400.0,217.0
05.01.2017,10:00,11:00,873.0,236.0,218.0
05.01.2017,11:00,12:00,827.0,215.0,218.0
05.01.2017,12:00,13:00,867.0,216.0,219.0
05.01.2017,13:00,14:00,874.0,217.0,218.0
05.01.2017,14:00,15:00,877.0,375.0,218.0
05.01.2017,15:00,16:00,877.0,482.0,434.0
05.01.2017,16:00,17:00,849.0,477.0,367.0
05.01.2017,17:00,18:00,850.0,488.0,486.0
05.01.2017,18:00,19:00,849.0,488.0,486.0
05.01.2017,19:00,20:00,850.0,476.0,340.0
05.01.2017,20:00,21:00,861.0,475.0,449.0
05.01.2017,21:00,22:00,863.0,370.0,301.0
05.01.2017,22:00,23:00,883.0,312.0,316.0
05.01.2017,23:00,00:00,884.0,0.0,0.0
06.01.2017,00:00,01:00,883.0,0.0,0.0
06.01.2017,01:00,02:00,883.0,0.0,0.0
06.01.2017,02:00,03:00,882.0,0.0,0.0
06.01.2017,03:00,04:00,881.0,0.0,0.0
06.01.2017,04:00,05:00,883.0,0.0,0.0
06.01.2017,05:00,06:00,883.0,55.0,55.0
06.01.2017,06:00,07:00,884.0,160.0,169.0
06.01.2017,07:00,08:00,883.0,216.0,218.0
06.01.2017,08:00,09:00,883.0,189.0,201.0
06.01.2017,09:00,10:00,883.0,140.0,147.0
06.01.2017,10:00,11:00,882.0,134.0,135.0
06.01.2017,11:00,12:00,823.0,134.0,134.0
06.01.2017,12:00,13:00,752.0,134.0,133.0
06.01.2017,13:00,14:00,834.0,133.0,133.0
06.01.2017,14:00,15:00,877.0,133.0,133.0
06.01.2017,15:00,16:00,881.0,133.0,133.0
06.01.2017,16:00,17:00,881.0,133.0,133.0
06.01.2017,17:00,18:00,882.0,132.0,133.0
06.01.2017,18:00,19:00,882.0,132.0,133.0
06.01.2017,19:00,20:00,876.0,94.0,95.0
06.01.2017,20:00,21:00,877.0,0.0,0.0
06.01.2017,21:00,22:00,881.0,0.0,0.0
06.01.2017,22:00,23:00,881.0,0.0,0.0
06.01.2017,23:00,00:00,880.0,0.0,0.0
07.01.2017,00:00,01:00,880.0,0.0,0.0
07.01.2017,01:00,02:00,881.0,0.0,0.0
07.01.2017,02:00,03:00,881.0,0.0,0.0
07.01.2017,03:00,04:00,881.0,0.0,0.0
07.01.2017,04:00,05:00,881.0,0.0,0.0
07.01.2017,05:00,06:00,869.0,0.0,0.0
07.01.2017,06:00,07:00,751.0,0.0,0.0
07.01.2017,07:00,08:00,795.0,0.0,0.0
07.01.2017,08:00,09:00,867.0,0.0,0.0
07.01.2017,09:00,10:00,870.0,0.0,0.0
07.01.2017,10:00,11:00,690.0,0.0,0.0
07.01.2017,11:00,12:00,859.0,0.0,0.0
07.01.2017,12:00,13:00,870.0,0.0,0.0
07.01.2017,13:00,14:00,866.0,0.0,0.0
07.01.2017,14:00,15:00,867.0,0.0,0.0
07.01.2017,15:00,16:00,867.0,0.0,0.0
07.01.2017,16:00,17:00,852.0,0.0,0.0
07.01.2017,17:00,18:00,845.0,0.0,0.0
07.01.2017,18:00,19:00,847.0,0.0,0.0
07.01.2017,19:00,20:00,858.0,0.0,0.0
07.01.2017,20:00,21:00,809.0,0.0,0.0
07.01.2017,21:00,22:00,834.0,0.0,0.0
07.01.2017,22:00,23:00,846.0,0.0,0.0
07.01.2017,23:00,00:00,806.0,0.0,0.0
08.01.2017,00:00,01:00,853.0,0.0,0.0
08.01.2017,01:00,02:00,858.0,0.0,0.0
08.01.2017,02:00,03:00,860.0,0.0,0.0
08.01.2017,03:00,04:00,859.0,0.0,0.0
08.01.2017,04:00,05:00,860.0,0.0,0.0
08.01.2017,05:00,06:00,783.0,0.0,0.0
08.01.2017,06:00,07:00,859.0,0.0,0.0
08.01.2017,07:00,08:00,856.0,0.0,0.0
08.01.2017,08:00,09:00,852.0,0.0,0.0
08.01.2017,09:00,10:00,864.0,0.0,0.0
08.01.2017,10:00,11:00,863.0,0.0,0.0
08.01.2017,11:00,12:00,862.0,0.0,0.0
08.01.2017,12:00,13:00,843.0,0.0,0.0
08.01.2017,13:00,14:00,838.0,0.0,0.0
08.01.2017,14:00,15:00,866.0,0.0,0.0
08.01.2017,15:00,16:00,867.0,0.0,0.0
08.01.2017,16:00,17:00,867.0,0.0,0.0
08.01.2017,17:00,18:00,865.0,0.0,0.0
08.01.2017,18:00,19:00,862.0,0.0,0.0
08.01.2017,19:00,20:00,865.0,0.0,0.0
08.01.2017,20:00,21:00,865.0,0.0,0.0
08.01.2017,21:00,22:00,864.0,0.0,0.0
08.01.2017,22:00,23:00,863.0,0.0,0.0
08.01.2017,23:00,00:00,866.0,0.0,0.0
09.01.2017,00:00,01:00,820.0,0.0,0.0
09.01.2017,01:00,02:00,798.0,0.0,0.0
09.01.2017,02:00,03:00,865.0,0.0,0.0
09.01.2017,03:00,04:00,866.0,7.0,0.0
09.01.2017,04:00,05:00,857.0,111.0,75.0
09.01.2017,05:00,06:00,857.0,164.0,125.0
09.01.2017,06:00,07:00,855.0,240.0,195.0
09.01.2017,07:00,08:00,852.0,443.0,254.0
09.01.2017,08:00,09:00,853.0,454.0,443.0
09.01.2017,09:00,10:00,852.0,432.0,446.0
09.01.2017,10:00,11:00,852.0,451.0,441.0
09.01.2017,11:00,12:00,852.0,446.0,450.0
09.01.2017,12:00,13:00,851.0,446.0,451.0
09.01.2017,13:00,14:00,851.0,446.0,451.0
09.01.2017,14:00,15:00,851.0,459.0,457.0
09.01.2017,15:00,16:00,851.0,380.0,385.0
09.01.2017,16:00,17:00,851.0,454.0,454.0
09.01.2017,17:00,18:00,849.0,485.0,483.0
09.01.2017,18:00,19:00,848.0,485.0,484.0
09.01.2017,19:00,20:00,847.0,310.0,304.0
09.01.2017,20:00,21:00,843.0,0.0,0.0
09.01.2017,21:00,22:00,840.0,0.0,0.0
09.01.2017,22:00,23:00,829.0,0.0,0.0
09.01.2017,23:00,00:00,416.0,0.0,0.0
10.01.2017,00:00,01:00,363.0,0.0,0.0
10.01.2017,01:00,02:00,355.0,0.0,0.0
10.01.2017,02:00,03:00,357.0,0.0,0.0
10.01.2017,03:00,04:00,358.0,0.0,0.0
10.01.2017,04:00,05:00,358.0,0.0,0.0
10.01.2017,05:00,06:00,424.0,81.0,80.0
10.01.2017,06:00,07:00,700.0,182.0,189.0
10.01.2017,07:00,08:00,837.0,231.0,223.0
10.01.2017,08:00,09:00,841.0,467.0,326.0
10.01.2017,09:00,10:00,841.0,339.0,447.0
10.01.2017,10:00,11:00,838.0,112.0,473.0
10.01.2017,11:00,12:00,837.0,113.0,480.0
10.01.2017,12:00,13:00,838.0,112.0,480.0
10.01.2017,13:00,14:00,838.0,125.0,480.0
10.01.2017,14:00,15:00,838.0,386.0,448.0
10.01.2017,15:00,16:00,838.0,485.0,483.0
10.01.2017,16:00,17:00,838.0,485.0,484.0
10.01.2017,17:00,18:00,838.0,485.0,484.0
10.01.2017,18:00,19:00,838.0,485.0,484.0
10.01.2017,19:00,20:00,839.0,485.0,475.0
10.01.2017,20:00,21:00,838.0,279.0,98.0
10.01.2017,21:00,22:00,839.0,0.0,0.0
10.01.2017,22:00,23:00,564.0,0.0,0.0
10.01.2017,23:00,00:00,0.0,0.0,0.0
11.01.2017,00:00,01:00,0.0,0.0,0.0
11.01.2017,01:00,02:00,0.0,0.0,0.0
11.01.2017,02:00,03:00,0.0,0.0,0.0
11.01.2017,03:00,04:00,0.0,0.0,0.0
11.01.2017,04:00,05:00,0.0,0.0,0.0
11.01.2017,05:00,06:00,0.0,0.0,0.0
11.01.2017,06:00,07:00,0.0,0.0,0.0
11.01.2017,07:00,08:00,0.0,0.0,0.0
11.01.2017,08:00,09:00,0.0,0.0,0.0
11.01.2017,09:00,10:00,0.0,0.0,0.0
11.01.2017,10:00,11:00,0.0,0.0,0.0
11.01.2017,11:00,12:00,0.0,0.0,0.0
11.01.2017,12:00,13:00,0.0,0.0,0.0
11.01.2017,13:00,14:00,0.0,0.0,0.0
11.01.2017,14:00,15:00,0.0,0.0,0.0
11.01.2017,15:00,16:00,0.0,0.0,0.0
11.01.2017,16:00,17:00,0.0,0.0,0.0
11.01.2017,17:00,18:00,0.0,0.0,0.0
11.01.2017,18:00,19:00,0.0,0.0,0.0
11.01.2017,19:00,20:00,0.0,0.0,0.0
11.01.2017,20:00,21:00,0.0,0.0,0.0
11.01.2017,21:00,22:00,0.0,0.0,0.0
11.01.2017,22:00,23:00,0.0,0.0,0.0
11.01.2017,23:00,00:00,0.0,0.0,0.0
12.01.2017,00:00,01:00,0.0,0.0,0.0
12.01.2017,01:00,02:00,0.0,0.0,0.0
12.01.2017,02:00,03:00,0.0,0.0,0.0
12.01.2017,03:00,04:00,0.0,0.0,0.0
12.01.2017,04:00,05:00,0.0,0.0,0.0
12.01.2017,05:00,06:00,0.0,0.0,0.0
12.01.2017,06:00,07:00,0.0,0.0,0.0
12.01.2017,07:00,08:00,0.0,0.0,0.0
12.01.2017,08:00,09:00,0.0,0.0,0.0
12.01.2017,09:00,10:00,0.0,0.0,0.0
12.01.2017,10:00,11:00,0.0,0.0,0.0
12.01.2017,11:00,12:00,0.0,0.0,0.0
12.01.2017,12:00,13:00,0.0,0.0,0.0
12.01.2017,13:00,14:00,0.0,0.0,0.0
12.01.2017,14:00,15:00,0.0,0.0,0.0
12.01.2017,15:00,16:00,35.0,0.0,0.0
12.01.2017,16:00,17:00,285.0,112.0,0.0
12.01.2017,17:00,18:00,804.0,112.0,0.0
12.01.2017,18:00,19:00,821.0,132.0,0.0
12.01.2017,19:00,20:00,828.0,133.0,0.0
12.01.2017,20:00,21:00,791.0,61.0,0.0
12.01.2017,21:00,22:00,48.0,0.0,0.0
12.01.2017,22:00,23:00,0.0,0.0,0.0
12.01.2017,23:00,00:00,0.0,0.0,0.0
13.01.2017,00:00,01:00,0.0,0.0,0.0
13.01.2017,01:00,02:00,0.0,0.0,0.0
13.01.2017,02:00,03:00,0.0,0.0,0.0
13.01.2017,03:00,04:00,0.0,0.0,0.0
13.01.2017,04:00,05:00,0.0,0.0,0.0
13.01.2017,05:00,06:00,11.0,0.0,0.0
13.01.2017,06:00,07:00,224.0,0.0,0.0
13.01.2017,07:00,08:00,396.0,0.0,0.0
13.01.2017,08:00,09:00,403.0,0.0,0.0
13.01.2017,09:00,10:00,407.0,0.0,0.0
13.01.2017,10:00,11:00,382.0,0.0,0.0
13.01.2017,11:00,12:00,410.0,0.0,0.0
13.01.2017,12:00,13:00,406.0,0.0,0.0
13.01.2017,13:00,14:00,406.0,0.0,0.0
13.01.2017,14:00,15:00,405.0,0.0,0.0
13.01.2017,15:00,16:00,410.0,0.0,0.0
13.01.2017,16:00,17:00,401.0,0.0,0.0
13.01.2017,17:00,18:00,410.0,0.0,0.0
13.01.2017,18:00,19:00,365.0,0.0,0.0
13.01.2017,19:00,20:00,225.0,0.0,0.0
13.01.2017,20:00,21:00,0.0,0.0,0.0
13.01.2017,21:00,22:00,0.0,0.0,0.0
13.01.2017,22:00,23:00,0.0,0.0,0.0
13.01.2017,23:00,00:00,0.0,0.0,0.0
14.01.2017,00:00,01:00,0.0,0.0,0.0
