date,start,end,11WD2WILH0001255
6012017,06:00,07:00,0
6012017,07:00,08:00,0
6012017,08:00,09:00,0
6012017,09:00,10:00,0
6012017,10:00,11:00,0
6012017,11:00,12:00,0
6012017,12:00,13:00,0
6012017,13:00,14:00,0
6012017,14:00,15:00,0
6012017,15:00,16:00,0
6012017,16:00,17:00,0
6012017,17:00,18:00,0
6012017,18:00,19:00,0
6012017,19:00,20:00,0
6012017,20:00,21:00,0
6012017,21:00,22:00,0
6012017,22:00,23:00,0
6012017,23:00,00:00,0
7012017,00:00,01:00,0
7012017,01:00,02:00,0
7012017,02:00,03:00,0
7012017,03:00,04:00,0
7012017,04:00,05:00,0
7012017,05:00,06:00,0
7012017,06:00,07:00,0
7012017,07:00,08:00,0
7012017,08:00,09:00,0
7012017,09:00,10:00,0
7012017,10:00,11:00,0
7012017,11:00,12:00,0
7012017,12:00,13:00,0
7012017,13:00,14:00,0
7012017,14:00,15:00,0
7012017,15:00,16:00,0
7012017,16:00,17:00,0
7012017,17:00,18:00,0
7012017,18:00,19:00,0
7012017,19:00,20:00,0
7012017,20:00,21:00,0
7012017,21:00,22:00,0
7012017,22:00,23:00,0
7012017,23:00,00:00,0
8012017,00:00,01:00,0
8012017,01:00,02:00,0
8012017,02:00,03:00,0
8012017,03:00,04:00,0
8012017,04:00,05:00,0
8012017,05:00,06:00,0
8012017,06:00,07:00,0
8012017,07:00,08:00,0
8012017,08:00,09:00,0
8012017,09:00,10:00,0
8012017,10:00,11:00,0
8012017,11:00,12:00,0
8012017,12:00,13:00,0
8012017,13:00,14:00,0
8012017,14:00,15:00,0
8012017,15:00,16:00,0
8012017,16:00,17:00,0
8012017,17:00,18:00,0
8012017,18:00,19:00,0
8012017,19:00,20:00,0
8012017,20:00,21:00,0
8012017,21:00,22:00,0
8012017,22:00,23:00,0
8012017,23:00,00:00,0
9012017,00:00,01:00,0
9012017,01:00,02:00,0
9012017,02:00,03:00,0
9012017,03:00,04:00,0
9012017,04:00,05:00,0
9012017,05:00,06:00,0
9012017,06:00,07:00,0
9012017,07:00,08:00,0
9012017,08:00,09:00,0
9012017,09:00,10:00,0
9012017,10:00,11:00,0
9012017,11:00,12:00,0
9012017,12:00,13:00,0
9012017,13:00,14:00,0
9012017,14:00,15:00,0
9012017,15:00,16:00,0
9012017,16:00,17:00,0
9012017,17:00,18:00,0
9012017,18:00,19:00,0
9012017,19:00,20:00,0
9012017,20:00,21:00,0
9012017,21:00,22:00,0
9012017,22:00,23:00,0
9012017,23:00,00:00,0
10012017,00:00,01:00,0
10012017,01:00,02:00,0
10012017,02:00,03:00,0
10012017,03:00,04:00,0
10012017,04:00,05:00,0
10012017,05:00,06:00,0
10012017,06:00,07:00,0
10012017,07:00,08:00,0
10012017,08:00,09:00,0
10012017,09:00,10:00,0
10012017,10:00,11:00,0
10012017,11:00,12:00,0
10012017,12:00,13:00,0
10012017,13:00,14:00,0
10012017,14:00,15:00,0
10012017,15:00,16:00,0
10012017,16:00,17:00,0
10012017,17:00,18:00,0
10012017,18:00,19:00,0
10012017,19:00,20:00,0
10012017,20:00,21:00,0
10012017,21:00,22:00,0
10012017,22:00,23:00,0
10012017,23:00,00:00,0
11012017,00:00,01:00,0
11012017,01:00,02:00,0
11012017,02:00,03:00,0
11012017,03:00,04:00,0
11012017,04:00,05:00,0
11012017,05:00,06:00,0
11012017,06:00,07:00,0
11012017,07:00,08:00,0
11012017,08:00,09:00,0
11012017,09:00,10:00,0
11012017,10:00,11:00,0
11012017,11:00,12:00,0
11012017,12:00,13:00,0
11012017,13:00,14:00,0
11012017,14:00,15:00,0
11012017,15:00,16:00,0
11012017,16:00,17:00,0
11012017,17:00,18:00,0
11012017,18:00,19:00,0
11012017,19:00,20:00,0
11012017,20:00,21:00,0
11012017,21:00,22:00,0
11012017,22:00,23:00,0
11012017,23:00,00:00,0
12012017,00:00,01:00,0
12012017,01:00,02:00,0
12012017,02:00,03:00,0
12012017,03:00,04:00,0
12012017,04:00,05:00,0
12012017,05:00,06:00,0
12012017,06:00,07:00,0
12012017,07:00,08:00,0
12012017,08:00,09:00,0
12012017,09:00,10:00,0
12012017,10:00,11:00,0
12012017,11:00,12:00,0
12012017,12:00,13:00,0
12012017,13:00,14:00,0
12012017,14:00,15:00,0
12012017,15:00,16:00,0
12012017,16:00,17:00,0
12012017,17:00,18:00,0
12012017,18:00,19:00,0
12012017,19:00,20:00,0
12012017,20:00,21:00,0
12012017,21:00,22:00,0
12012017,22:00,23:00,0
12012017,23:00,00:00,0
13012017,00:00,01:00,0
13012017,01:00,02:00,0
13012017,02:00,03:00,0
13012017,03:00,04:00,0
13012017,04:00,05:00,82
13012017,05:00,06:00,222
13012017,06:00,07:00,295
13012017,07:00,08:00,398
13012017,08:00,09:00,176
13012017,09:00,10:00,0
13012017,10:00,11:00,0
13012017,11:00,12:00,0
13012017,12:00,13:00,26
13012017,13:00,14:00,279
13012017,14:00,15:00,299
13012017,15:00,16:00,385
13012017,16:00,17:00,353
13012017,17:00,18:00,332
13012017,18:00,19:00,252
13012017,19:00,20:00,249
13012017,20:00,21:00,249
13012017,21:00,22:00,249
13012017,22:00,23:00,250
13012017,23:00,00:00,328
14012017,00:00,01:00,395
14012017,01:00,02:00,304
14012017,02:00,03:00,249
14012017,03:00,04:00,249
14012017,04:00,05:00,237
14012017,05:00,06:00,6
14012017,06:00,07:00,0
14012017,07:00,08:00,0
14012017,08:00,09:00,0
14012017,09:00,10:00,0
14012017,10:00,11:00,0
14012017,11:00,12:00,0
14012017,12:00,13:00,0
14012017,13:00,14:00,141
14012017,14:00,15:00,291
14012017,15:00,16:00,301
14012017,16:00,17:00,304
14012017,17:00,18:00,306
14012017,18:00,19:00,306
14012017,19:00,20:00,306
14012017,20:00,21:00,305
14012017,21:00,22:00,305
14012017,22:00,23:00,306
14012017,23:00,00:00,263
15012017,00:00,01:00,173
15012017,01:00,02:00,174
15012017,02:00,03:00,174
15012017,03:00,04:00,174
15012017,04:00,05:00,174
15012017,05:00,06:00,174
15012017,06:00,07:00,194
15012017,07:00,08:00,334
15012017,08:00,09:00,457
15012017,09:00,10:00,545
15012017,10:00,11:00,626
15012017,11:00,12:00,627
15012017,12:00,13:00,698
15012017,13:00,14:00,703
15012017,14:00,15:00,703
15012017,15:00,16:00,703
15012017,16:00,17:00,703
15012017,17:00,18:00,703
15012017,18:00,19:00,703
15012017,19:00,20:00,703
15012017,20:00,21:00,703
15012017,21:00,22:00,703
15012017,22:00,23:00,703
15012017,23:00,00:00,702
16012017,00:00,01:00,699
16012017,01:00,02:00,703
16012017,02:00,03:00,703
16012017,03:00,04:00,703
16012017,04:00,05:00,703
16012017,05:00,06:00,702
16012017,06:00,07:00,698
16012017,07:00,08:00,699
16012017,08:00,09:00,699
16012017,09:00,10:00,699
16012017,10:00,11:00,703
16012017,11:00,12:00,704
16012017,12:00,13:00,705
16012017,13:00,14:00,705
16012017,14:00,15:00,704
16012017,15:00,16:00,704
16012017,16:00,17:00,704
16012017,17:00,18:00,704
16012017,18:00,19:00,702
16012017,19:00,20:00,702
16012017,20:00,21:00,702
16012017,21:00,22:00,702
16012017,22:00,23:00,702
16012017,23:00,00:00,703
17012017,00:00,01:00,703
17012017,01:00,02:00,701
17012017,02:00,03:00,705
17012017,03:00,04:00,704
17012017,04:00,05:00,705
17012017,05:00,06:00,705
17012017,06:00,07:00,705
17012017,07:00,08:00,705
17012017,08:00,09:00,704
17012017,09:00,10:00,704
17012017,10:00,11:00,704
17012017,11:00,12:00,704
17012017,12:00,13:00,705
17012017,13:00,14:00,705
17012017,14:00,15:00,705
17012017,15:00,16:00,703
17012017,16:00,17:00,703
17012017,17:00,18:00,703
17012017,18:00,19:00,705
17012017,19:00,20:00,704
17012017,20:00,21:00,704
17012017,21:00,22:00,704
17012017,22:00,23:00,704
17012017,23:00,00:00,703
18012017,00:00,01:00,698
18012017,01:00,02:00,702
18012017,02:00,03:00,702
18012017,03:00,04:00,696
18012017,04:00,05:00,700
18012017,05:00,06:00,701
18012017,06:00,07:00,701
18012017,07:00,08:00,701
18012017,08:00,09:00,701
18012017,09:00,10:00,701
18012017,10:00,11:00,700
18012017,11:00,12:00,701
18012017,12:00,13:00,705
18012017,13:00,14:00,705
18012017,14:00,15:00,705
18012017,15:00,16:00,705
18012017,16:00,17:00,705
18012017,17:00,18:00,705
18012017,18:00,19:00,705
18012017,19:00,20:00,705
18012017,20:00,21:00,705
18012017,21:00,22:00,704
18012017,22:00,23:00,704
18012017,23:00,00:00,703
19012017,00:00,01:00,700
19012017,01:00,02:00,704
19012017,02:00,03:00,705
19012017,03:00,04:00,705
19012017,04:00,05:00,705
19012017,05:00,06:00,705
19012017,06:00,07:00,706
19012017,07:00,08:00,705
19012017,08:00,09:00,705
19012017,09:00,10:00,704
19012017,10:00,11:00,704
19012017,11:00,12:00,703
19012017,12:00,13:00,702
19012017,13:00,14:00,702
19012017,14:00,15:00,0
19012017,15:00,16:00,0
19012017,16:00,17:00,0
19012017,17:00,18:00,0
19012017,18:00,19:00,120
19012017,19:00,20:00,317
19012017,20:00,21:00,567
19012017,21:00,22:00,533
19012017,22:00,23:00,554
19012017,23:00,00:00,554
20012017,00:00,01:00,554
20012017,01:00,02:00,554
20012017,02:00,03:00,554
20012017,03:00,04:00,554
20012017,04:00,05:00,554
20012017,05:00,06:00,554
20012017,06:00,07:00,554
20012017,07:00,08:00,554
20012017,08:00,09:00,554
20012017,09:00,10:00,553
20012017,10:00,11:00,554
20012017,11:00,12:00,555
20012017,12:00,13:00,555
20012017,13:00,14:00,555
20012017,14:00,15:00,555
20012017,15:00,16:00,555
20012017,16:00,17:00,555
20012017,17:00,18:00,555
20012017,18:00,19:00,556
20012017,19:00,20:00,552
20012017,20:00,21:00,552
20012017,21:00,22:00,554
20012017,22:00,23:00,555
20012017,23:00,00:00,555
21012017,00:00,01:00,314
21012017,01:00,02:00,0
21012017,02:00,03:00,0
21012017,03:00,04:00,0
21012017,04:00,05:00,0
21012017,05:00,06:00,0
21012017,06:00,07:00,0
21012017,07:00,08:00,0
21012017,08:00,09:00,0
21012017,09:00,10:00,0
21012017,10:00,11:00,0
21012017,11:00,12:00,0
21012017,12:00,13:00,0
21012017,13:00,14:00,0
21012017,14:00,15:00,0
21012017,15:00,16:00,0
21012017,16:00,17:00,0
21012017,17:00,18:00,0
21012017,18:00,19:00,0
21012017,19:00,20:00,0
21012017,20:00,21:00,0
21012017,21:00,22:00,0
21012017,22:00,23:00,0
21012017,23:00,00:00,0
22012017,00:00,01:00,0
22012017,01:00,02:00,0
22012017,02:00,03:00,0
22012017,03:00,04:00,0
22012017,04:00,05:00,0
22012017,05:00,06:00,0
22012017,06:00,07:00,0
22012017,07:00,08:00,0
22012017,08:00,09:00,0
22012017,09:00,10:00,0
22012017,10:00,11:00,0
22012017,11:00,12:00,0
22012017,12:00,13:00,0
22012017,13:00,14:00,0
22012017,14:00,15:00,0
22012017,15:00,16:00,0
22012017,16:00,17:00,0
22012017,17:00,18:00,0
22012017,18:00,19:00,0
22012017,19:00,20:00,0
22012017,20:00,21:00,0
22012017,21:00,22:00,0
22012017,22:00,23:00,0
22012017,23:00,00:00,0
23012017,00:00,01:00,0
23012017,01:00,02:00,0
23012017,02:00,03:00,0
23012017,03:00,04:00,0
23012017,04:00,05:00,0
23012017,05:00,06:00,0
23012017,06:00,07:00,0
23012017,07:00,08:00,0
23012017,08:00,09:00,0
23012017,09:00,10:00,0
23012017,10:00,11:00,0
23012017,11:00,12:00,0
23012017,12:00,13:00,0
23012017,13:00,14:00,0
23012017,14:00,15:00,0
23012017,15:00,16:00,0
23012017,16:00,17:00,0
23012017,17:00,18:00,0
23012017,18:00,19:00,0
23012017,19:00,20:00,0
23012017,20:00,21:00,0
23012017,21:00,22:00,0
23012017,22:00,23:00,0
23012017,23:00,00:00,0
24012017,00:00,01:00,0
24012017,01:00,02:00,0
24012017,02:00,03:00,0
24012017,03:00,04:00,0
24012017,04:00,05:00,0
24012017,05:00,06:00,0
24012017,06:00,07:00,0
24012017,07:00,08:00,0
24012017,08:00,09:00,0
24012017,09:00,10:00,0
24012017,10:00,11:00,0
24012017,11:00,12:00,0
24012017,12:00,13:00,0
24012017,13:00,14:00,0
24012017,14:00,15:00,0
24012017,15:00,16:00,0
24012017,16:00,17:00,0
24012017,17:00,18:00,0
24012017,18:00,19:00,0
24012017,19:00,20:00,0
24012017,20:00,21:00,0
24012017,21:00,22:00,0
24012017,22:00,23:00,0
24012017,23:00,00:00,0
25012017,00:00,01:00,0
25012017,01:00,02:00,0
25012017,02:00,03:00,0
25012017,03:00,04:00,0
25012017,04:00,05:00,0
25012017,05:00,06:00,0
25012017,06:00,07:00,0
25012017,07:00,08:00,0
25012017,08:00,09:00,0
25012017,09:00,10:00,0
25012017,10:00,11:00,0
25012017,11:00,12:00,0
25012017,12:00,13:00,0
25012017,13:00,14:00,0
25012017,14:00,15:00,0
25012017,15:00,16:00,0
25012017,16:00,17:00,0
25012017,17:00,18:00,0
25012017,18:00,19:00,0
25012017,19:00,20:00,0
25012017,20:00,21:00,0
25012017,21:00,22:00,0
25012017,22:00,23:00,0
25012017,23:00,00:00,0
26012017,00:00,01:00,0
26012017,01:00,02:00,0
26012017,02:00,03:00,0
26012017,03:00,04:00,0
26012017,04:00,05:00,0
26012017,05:00,06:00,0
26012017,06:00,07:00,0
26012017,07:00,08:00,0
26012017,08:00,09:00,0
26012017,09:00,10:00,0
26012017,10:00,11:00,0
26012017,11:00,12:00,0
26012017,12:00,13:00,0
26012017,13:00,14:00,0
26012017,14:00,15:00,0
26012017,15:00,16:00,0
26012017,16:00,17:00,0
26012017,17:00,18:00,0
26012017,18:00,19:00,0
26012017,19:00,20:00,0
26012017,20:00,21:00,0
26012017,21:00,22:00,0
26012017,22:00,23:00,0
26012017,23:00,00:00,0
27012017,00:00,01:00,0
27012017,01:00,02:00,0
27012017,02:00,03:00,0
27012017,03:00,04:00,0
27012017,04:00,05:00,0
27012017,05:00,06:00,0
27012017,06:00,07:00,0
27012017,07:00,08:00,0
27012017,08:00,09:00,0
27012017,09:00,10:00,0
27012017,10:00,11:00,0
27012017,11:00,12:00,0
27012017,12:00,13:00,0
27012017,13:00,14:00,0
27012017,14:00,15:00,0
27012017,15:00,16:00,0
27012017,16:00,17:00,0
27012017,17:00,18:00,0
27012017,18:00,19:00,0
27012017,19:00,20:00,0
27012017,20:00,21:00,0
27012017,21:00,22:00,0
27012017,22:00,23:00,0
27012017,23:00,00:00,0
28012017,00:00,01:00,0
28012017,01:00,02:00,0
28012017,02:00,03:00,0
28012017,03:00,04:00,0
28012017,04:00,05:00,0
28012017,05:00,06:00,0
28012017,06:00,07:00,0
28012017,07:00,08:00,0
28012017,08:00,09:00,0
28012017,09:00,10:00,0
28012017,10:00,11:00,0
28012017,11:00,12:00,0
28012017,12:00,13:00,0
28012017,13:00,14:00,0
28012017,14:00,15:00,0
28012017,15:00,16:00,0
28012017,16:00,17:00,0
28012017,17:00,18:00,0
28012017,18:00,19:00,0
28012017,19:00,20:00,0
28012017,20:00,21:00,0
28012017,21:00,22:00,0
28012017,22:00,23:00,0
28012017,23:00,00:00,0
29012017,00:00,01:00,0
29012017,01:00,02:00,0
29012017,02:00,03:00,0
29012017,03:00,04:00,0
29012017,04:00,05:00,0
29012017,05:00,06:00,0
29012017,06:00,07:00,0
29012017,07:00,08:00,0
29012017,08:00,09:00,0
29012017,09:00,10:00,0
29012017,10:00,11:00,0
29012017,11:00,12:00,0
29012017,12:00,13:00,0
29012017,13:00,14:00,0
29012017,14:00,15:00,0
29012017,15:00,16:00,0
29012017,16:00,17:00,0
29012017,17:00,18:00,0
29012017,18:00,19:00,0
29012017,19:00,20:00,0
29012017,20:00,21:00,0
29012017,21:00,22:00,0
29012017,22:00,23:00,0
29012017,23:00,00:00,0
30012017,00:00,01:00,0
30012017,01:00,02:00,0
30012017,02:00,03:00,0
30012017,03:00,04:00,0
30012017,04:00,05:00,0
30012017,05:00,06:00,0
30012017,06:00,07:00,0
30012017,07:00,08:00,0
30012017,08:00,09:00,0
30012017,09:00,10:00,0
30012017,10:00,11:00,0
30012017,11:00,12:00,0
30012017,12:00,13:00,0
30012017,13:00,14:00,0
30012017,14:00,15:00,0
30012017,15:00,16:00,0
30012017,16:00,17:00,0
30012017,17:00,18:00,0
30012017,18:00,19:00,0
30012017,19:00,20:00,0
30012017,20:00,21:00,0
30012017,21:00,22:00,0
30012017,22:00,23:00,0
30012017,23:00,00:00,0
31012017,00:00,01:00,0
31012017,01:00,02:00,0
31012017,02:00,03:00,0
31012017,03:00,04:00,0
31012017,04:00,05:00,0
31012017,05:00,06:00,0
31012017,06:00,07:00,0
31012017,07:00,08:00,0
31012017,08:00,09:00,0
31012017,09:00,10:00,0
31012017,10:00,11:00,0
31012017,11:00,12:00,0
31012017,12:00,13:00,0
31012017,13:00,14:00,0
31012017,14:00,15:00,0
31012017,15:00,16:00,0
31012017,16:00,17:00,0
31012017,17:00,18:00,0
31012017,18:00,19:00,0
31012017,19:00,20:00,0
31012017,20:00,21:00,0
31012017,21:00,22:00,0
31012017,22:00,23:00,0
31012017,23:00,00:00,0
1022017,00:00,01:00,0
1022017,01:00,02:00,0
1022017,02:00,03:00,0
1022017,03:00,04:00,0
1022017,04:00,05:00,0
1022017,05:00,06:00,0
1022017,06:00,07:00,0
1022017,07:00,08:00,0
1022017,08:00,09:00,0
1022017,09:00,10:00,0
1022017,10:00,11:00,0
1022017,11:00,12:00,0
1022017,12:00,13:00,0
1022017,13:00,14:00,0
1022017,14:00,15:00,0
1022017,15:00,16:00,0
1022017,16:00,17:00,0
1022017,17:00,18:00,0
1022017,18:00,19:00,0
1022017,19:00,20:00,0
1022017,20:00,21:00,0
1022017,21:00,22:00,0
1022017,22:00,23:00,0
1022017,23:00,00:00,0
2022017,00:00,01:00,0
2022017,01:00,02:00,0
2022017,02:00,03:00,0
2022017,03:00,04:00,0
2022017,04:00,05:00,0
2022017,05:00,06:00,0
2022017,06:00,07:00,0
2022017,07:00,08:00,0
2022017,08:00,09:00,0
2022017,09:00,10:00,0
2022017,10:00,11:00,0
2022017,11:00,12:00,0
2022017,12:00,13:00,0
2022017,13:00,14:00,0
2022017,14:00,15:00,0
2022017,15:00,16:00,0
2022017,16:00,17:00,0
2022017,17:00,18:00,0
2022017,18:00,19:00,0
2022017,19:00,20:00,0
2022017,20:00,21:00,0
2022017,21:00,22:00,0
2022017,22:00,23:00,0
2022017,23:00,00:00,0
3022017,00:00,01:00,0
3022017,01:00,02:00,0
3022017,02:00,03:00,0
3022017,03:00,04:00,0
3022017,04:00,05:00,0
3022017,05:00,06:00,0
3022017,06:00,07:00,0
3022017,07:00,08:00,0
3022017,08:00,09:00,0
3022017,09:00,10:00,0
3022017,10:00,11:00,0
3022017,11:00,12:00,0
3022017,12:00,13:00,0
3022017,13:00,14:00,0
3022017,14:00,15:00,4
3022017,15:00,16:00,132
3022017,16:00,17:00,254
3022017,17:00,18:00,343
3022017,18:00,19:00,351
3022017,19:00,20:00,384
3022017,20:00,21:00,518
3022017,21:00,22:00,528
3022017,22:00,23:00,544
3022017,23:00,00:00,705
4022017,00:00,01:00,708
4022017,01:00,02:00,708
4022017,02:00,03:00,711
4022017,03:00,04:00,711
4022017,04:00,05:00,711
4022017,05:00,06:00,711
4022017,06:00,07:00,711
4022017,07:00,08:00,711
4022017,08:00,09:00,711
4022017,09:00,10:00,711
4022017,10:00,11:00,709
4022017,11:00,12:00,711
4022017,12:00,13:00,712
4022017,13:00,14:00,712
4022017,14:00,15:00,712
4022017,15:00,16:00,711
4022017,16:00,17:00,709
4022017,17:00,18:00,709
4022017,18:00,19:00,710
4022017,19:00,20:00,709
4022017,20:00,21:00,711
4022017,21:00,22:00,711
4022017,22:00,23:00,712
4022017,23:00,00:00,710
5022017,00:00,01:00,710
5022017,01:00,02:00,709
5022017,02:00,03:00,709
5022017,03:00,04:00,709
5022017,04:00,05:00,709
5022017,05:00,06:00,710
5022017,06:00,07:00,709
5022017,07:00,08:00,710
5022017,08:00,09:00,710
5022017,09:00,10:00,710
5022017,10:00,11:00,709
5022017,11:00,12:00,710
5022017,12:00,13:00,709
5022017,13:00,14:00,709
5022017,14:00,15:00,710
5022017,15:00,16:00,709
5022017,16:00,17:00,707
5022017,17:00,18:00,709
5022017,18:00,19:00,711
5022017,19:00,20:00,711
5022017,20:00,21:00,711
5022017,21:00,22:00,708
5022017,22:00,23:00,712
5022017,23:00,00:00,712
6022017,00:00,01:00,711
6022017,01:00,02:00,711
6022017,02:00,03:00,713
6022017,03:00,04:00,713
6022017,04:00,05:00,713
6022017,05:00,06:00,711
6022017,06:00,07:00,711
6022017,07:00,08:00,711
6022017,08:00,09:00,711
6022017,09:00,10:00,711
6022017,10:00,11:00,714
6022017,11:00,12:00,712
6022017,12:00,13:00,716
6022017,13:00,14:00,712
6022017,14:00,15:00,713
6022017,15:00,16:00,716
6022017,16:00,17:00,713
6022017,17:00,18:00,712
6022017,18:00,19:00,713
6022017,19:00,20:00,714
6022017,20:00,21:00,715
6022017,21:00,22:00,715
6022017,22:00,23:00,715
6022017,23:00,00:00,715
7022017,00:00,01:00,712
7022017,01:00,02:00,713
7022017,02:00,03:00,639
7022017,03:00,04:00,511
7022017,04:00,05:00,513
7022017,05:00,06:00,514
7022017,06:00,07:00,514
7022017,07:00,08:00,514
7022017,08:00,09:00,513
7022017,09:00,10:00,492
7022017,10:00,11:00,305
7022017,11:00,12:00,174
7022017,12:00,13:00,174
7022017,13:00,14:00,174
7022017,14:00,15:00,173
7022017,15:00,16:00,174
7022017,16:00,17:00,173
7022017,17:00,18:00,174
7022017,18:00,19:00,173
7022017,19:00,20:00,174
7022017,20:00,21:00,174
7022017,21:00,22:00,174
7022017,22:00,23:00,174
7022017,23:00,00:00,174
8022017,00:00,01:00,267
8022017,01:00,02:00,481
8022017,02:00,03:00,536
8022017,03:00,04:00,536
8022017,04:00,05:00,516
8022017,05:00,06:00,466
8022017,06:00,07:00,413
8022017,07:00,08:00,416
8022017,08:00,09:00,418
8022017,09:00,10:00,467
8022017,10:00,11:00,466
8022017,11:00,12:00,467
8022017,12:00,13:00,467
8022017,13:00,14:00,464
8022017,14:00,15:00,466
8022017,15:00,16:00,467
8022017,16:00,17:00,466
8022017,17:00,18:00,466
8022017,18:00,19:00,465
8022017,19:00,20:00,465
8022017,20:00,21:00,466
8022017,21:00,22:00,468
8022017,22:00,23:00,551
8022017,23:00,00:00,570
9022017,00:00,01:00,703
9022017,01:00,02:00,713
9022017,02:00,03:00,711
9022017,03:00,04:00,711
9022017,04:00,05:00,712
9022017,05:00,06:00,713
9022017,06:00,07:00,712
9022017,07:00,08:00,714
9022017,08:00,09:00,715
9022017,09:00,10:00,716
9022017,10:00,11:00,716
9022017,11:00,12:00,717
9022017,12:00,13:00,712
9022017,13:00,14:00,714
9022017,14:00,15:00,716
9022017,15:00,16:00,716
9022017,16:00,17:00,716
9022017,17:00,18:00,714
9022017,18:00,19:00,716
9022017,19:00,20:00,716
9022017,20:00,21:00,716
9022017,21:00,22:00,716
9022017,22:00,23:00,717
9022017,23:00,00:00,716
10022017,00:00,01:00,713
10022017,01:00,02:00,712
10022017,02:00,03:00,711
10022017,03:00,04:00,710
10022017,04:00,05:00,713
10022017,05:00,06:00,714
10022017,06:00,07:00,714
10022017,07:00,08:00,714
10022017,08:00,09:00,714
10022017,09:00,10:00,715
10022017,10:00,11:00,715
10022017,11:00,12:00,712
10022017,12:00,13:00,715
10022017,13:00,14:00,715
10022017,14:00,15:00,715
10022017,15:00,16:00,715
10022017,16:00,17:00,715
10022017,17:00,18:00,714
10022017,18:00,19:00,714
10022017,19:00,20:00,715
10022017,20:00,21:00,715
10022017,21:00,22:00,716
10022017,22:00,23:00,715
10022017,23:00,00:00,715
11022017,00:00,01:00,712
11022017,01:00,02:00,712
11022017,02:00,03:00,714
11022017,03:00,04:00,713
11022017,04:00,05:00,713
11022017,05:00,06:00,713
11022017,06:00,07:00,713
11022017,07:00,08:00,714
11022017,08:00,09:00,714
11022017,09:00,10:00,714
11022017,10:00,11:00,714
11022017,11:00,12:00,713
11022017,12:00,13:00,714
