date,start,end,11WD7VOLK5S-HKVM
3022019,07:00,08:00,0.0
3022019,08:00,09:00,0.0
3022019,09:00,10:00,0.0
3022019,10:00,11:00,0.0
3022019,11:00,12:00,0.0
3022019,12:00,13:00,0.0
3022019,13:00,14:00,0.0
3022019,14:00,15:00,0.0
3022019,15:00,16:00,0.0
3022019,16:00,17:00,0.0
3022019,17:00,18:00,0.0
3022019,18:00,19:00,0.0
3022019,19:00,20:00,0.0
3022019,20:00,21:00,0.0
3022019,21:00,22:00,0.0
3022019,22:00,23:00,0.0
3022019,23:00,00:00,0.0
4022019,00:00,01:00,0.0
4022019,01:00,02:00,0.0
4022019,02:00,03:00,0.0
4022019,03:00,04:00,0.0
4022019,04:00,05:00,0.0
4022019,05:00,06:00,0.0
4022019,06:00,07:00,0.0
4022019,07:00,08:00,0.0
4022019,08:00,09:00,0.0
4022019,09:00,10:00,0.0
4022019,10:00,11:00,0.0
4022019,11:00,12:00,0.0
4022019,12:00,13:00,0.0
4022019,13:00,14:00,0.0
4022019,14:00,15:00,0.0
4022019,15:00,16:00,0.0
4022019,16:00,17:00,0.0
4022019,17:00,18:00,0.0
4022019,18:00,19:00,0.0
4022019,19:00,20:00,0.0
4022019,20:00,21:00,0.0
4022019,21:00,22:00,0.0
4022019,22:00,23:00,0.0
4022019,23:00,00:00,0.0
5022019,00:00,01:00,0.0
5022019,01:00,02:00,0.0
5022019,02:00,03:00,0.0
5022019,03:00,04:00,0.0
5022019,04:00,05:00,0.0
5022019,05:00,06:00,0.0
5022019,06:00,07:00,0.0
5022019,07:00,08:00,0.0
5022019,08:00,09:00,0.0
5022019,09:00,10:00,0.0
5022019,10:00,11:00,0.0
5022019,11:00,12:00,0.0
5022019,12:00,13:00,0.0
5022019,13:00,14:00,0.0
5022019,14:00,15:00,0.0
5022019,15:00,16:00,0.0
5022019,16:00,17:00,0.0
5022019,17:00,18:00,0.0
5022019,18:00,19:00,0.0
5022019,19:00,20:00,0.0
5022019,20:00,21:00,0.0
5022019,21:00,22:00,0.0
5022019,22:00,23:00,0.0
5022019,23:00,00:00,0.0
6022019,00:00,01:00,0.0
6022019,01:00,02:00,0.0
6022019,02:00,03:00,0.0
