Timestamp,11WD7EMSL1G-GUD9,11WD7EMSL-G-BLB0,11WD7EMSL-G-BLCZ
2019-01-01 00:00:00,0,0,3
2019-01-01 01:00:00,0,0,0
2019-01-01 02:00:00,0,0,0
2019-01-01 03:00:00,0,0,0
2019-01-01 04:00:00,0,0,0
2019-01-01 05:00:00,0,0,0
2019-01-01 06:00:00,0,0,0
2019-01-01 07:00:00,0,0,0
2019-01-01 08:00:00,0,0,0
2019-01-01 09:00:00,0,0,0
2019-01-01 10:00:00,0,0,0
2019-01-01 11:00:00,0,0,0
2019-01-01 12:00:00,0,0,0
2019-01-01 13:00:00,0,0,0
2019-01-01 14:00:00,0,0,0
2019-01-01 15:00:00,0,0,0
2019-01-01 16:00:00,0,0,0
2019-01-01 17:00:00,0,0,0
2019-01-01 18:00:00,0,0,0
2019-01-01 19:00:00,0,0,0
2019-01-01 20:00:00,0,0,0
2019-01-01 21:00:00,0,0,0
2019-01-01 22:00:00,0,0,0
2019-01-01 23:00:00,0,0,0
2019-01-02 00:00:00,0,0,0
2019-01-02 01:00:00,0,0,0
2019-01-02 02:00:00,0,0,0
2019-01-02 03:00:00,0,0,0
2019-01-02 04:00:00,0,0,0
2019-01-02 05:00:00,0,0,0
2019-01-02 06:00:00,0,0,0
2019-01-02 07:00:00,0,0,0
2019-01-02 08:00:00,0,0,0
2019-01-02 09:00:00,0,0,0
2019-01-02 10:00:00,0,0,0
2019-01-02 11:00:00,0,0,0
2019-01-02 12:00:00,0,0,0
2019-01-02 13:00:00,0,0,0
2019-01-02 14:00:00,0,0,0
2019-01-02 15:00:00,0,0,0
2019-01-02 16:00:00,0,0,0
2019-01-02 17:00:00,0,0,0
2019-01-02 18:00:00,0,0,0
2019-01-02 19:00:00,0,0,0
2019-01-02 20:00:00,0,0,0
2019-01-02 21:00:00,0,0,0
2019-01-02 22:00:00,0,0,0
2019-01-02 23:00:00,0,0,0
2019-01-03 00:00:00,0,0,0
2019-01-03 01:00:00,0,0,0
2019-01-03 02:00:00,0,0,0
2019-01-03 03:00:00,6,0,0
2019-01-03 04:00:00,51,0,0
2019-01-03 05:00:00,304,0,0
2019-01-03 06:00:00,821,0,0
2019-01-03 07:00:00,846,0,0
2019-01-03 08:00:00,858,0,0
2019-01-03 09:00:00,861,0,0
2019-01-03 10:00:00,868,0,0
2019-01-03 11:00:00,870,0,0
2019-01-03 12:00:00,869,0,0
2019-01-03 13:00:00,869,0,0
2019-01-03 14:00:00,868,0,0
2019-01-03 15:00:00,867,0,0
2019-01-03 16:00:00,868,0,0
2019-01-03 17:00:00,865,0,0
2019-01-03 18:00:00,865,0,0
2019-01-03 19:00:00,869,0,0
2019-01-03 20:00:00,869,0,0
2019-01-03 21:00:00,869,0,0
2019-01-03 22:00:00,870,0,0
2019-01-03 23:00:00,866,0,0
2019-01-04 00:00:00,384,0,0
2019-01-04 01:00:00,244,0,0
2019-01-04 02:00:00,244,0,0
2019-01-04 03:00:00,244,0,0
2019-01-04 04:00:00,299,0,0
2019-01-04 05:00:00,312,0,0
2019-01-04 06:00:00,363,0,0
2019-01-04 07:00:00,566,0,0
2019-01-04 08:00:00,663,0,0
2019-01-04 09:00:00,861,0,0
2019-01-04 10:00:00,863,0,0
2019-01-04 11:00:00,863,0,0
2019-01-04 12:00:00,805,0,0
2019-01-04 13:00:00,708,0,0
2019-01-04 14:00:00,850,0,0
2019-01-04 15:00:00,842,0,0
2019-01-04 16:00:00,451,0,0
2019-01-04 17:00:00,442,0,0
2019-01-04 18:00:00,441,0,0
2019-01-04 19:00:00,441,0,0
2019-01-04 20:00:00,470,0,0
2019-01-04 21:00:00,52,0,0
2019-01-04 22:00:00,0,0,0
2019-01-04 23:00:00,0,0,0
2019-01-05 00:00:00,0,0,0
2019-01-05 01:00:00,0,0,0
2019-01-05 02:00:00,0,0,0
2019-01-05 03:00:00,0,0,0
2019-01-05 04:00:00,0,0,0
2019-01-05 05:00:00,0,0,0
2019-01-05 06:00:00,0,0,0
2019-01-05 07:00:00,0,0,0
2019-01-05 08:00:00,0,0,0
2019-01-05 09:00:00,0,0,0
