Timestamp,11WD2HEY40000638
2022-08-29 00:00:00,0
2022-08-29 01:00:00,0
2022-08-29 02:00:00,0
2022-08-29 03:00:00,0
2022-08-29 04:00:00,0
2022-08-29 05:00:00,0
2022-08-29 06:00:00,0
2022-08-29 07:00:00,0
2022-08-29 08:00:00,0
2022-08-29 09:00:00,0
2022-08-29 10:00:00,0
2022-08-29 11:00:00,0
2022-08-29 12:00:00,0
2022-08-29 13:00:00,0
2022-08-29 14:00:00,0
2022-08-29 15:00:00,0
2022-08-29 16:00:00,0
2022-08-29 17:00:00,0
2022-08-29 18:00:00,0
2022-08-29 19:00:00,0
2022-08-29 20:00:00,0
2022-08-29 21:00:00,0
2022-08-29 22:00:00,0
2022-08-29 23:00:00,0
2022-08-30 00:00:00,0
2022-08-30 01:00:00,0
2022-08-30 02:00:00,0
2022-08-30 03:00:00,0
2022-08-30 04:00:00,0
2022-08-30 05:00:00,0
2022-08-30 06:00:00,0
2022-08-30 07:00:00,0
2022-08-30 08:00:00,0
2022-08-30 09:00:00,0
2022-08-30 10:00:00,0
2022-08-30 11:00:00,0
2022-08-30 12:00:00,0
2022-08-30 13:00:00,0
2022-08-30 14:00:00,0
2022-08-30 15:00:00,0
2022-08-30 16:00:00,0
2022-08-30 17:00:00,0
2022-08-30 18:00:00,0
2022-08-30 19:00:00,0
2022-08-30 20:00:00,151
2022-08-30 21:00:00,151
2022-08-30 22:00:00,0
2022-08-30 23:00:00,0
2022-08-31 00:00:00,604
2022-08-31 01:00:00,588
2022-08-31 02:00:00,501
2022-08-31 03:00:00,467
2022-08-31 04:00:00,509
2022-08-31 05:00:00,603
2022-08-31 06:00:00,606
2022-08-31 07:00:00,606
2022-08-31 08:00:00,602
2022-08-31 09:00:00,605
2022-08-31 10:00:00,603
2022-08-31 11:00:00,603
2022-08-31 12:00:00,588
2022-08-31 13:00:00,401
2022-08-31 14:00:00,239
2022-08-31 15:00:00,201
2022-08-31 16:00:00,196
2022-08-31 17:00:00,207
2022-08-31 18:00:00,210
2022-08-31 19:00:00,293
2022-08-31 20:00:00,539
2022-08-31 21:00:00,599
2022-08-31 22:00:00,605
2022-08-31 23:00:00,609
2022-09-01 00:00:00,607
2022-09-01 01:00:00,611
2022-09-01 02:00:00,0
2022-09-01 03:00:00,0
2022-09-01 04:00:00,0
2022-09-01 05:00:00,0
2022-09-01 06:00:00,0
2022-09-01 07:00:00,0
2022-09-01 08:00:00,0
2022-09-01 09:00:00,0
2022-09-01 10:00:00,0
2022-09-01 11:00:00,0
2022-09-01 12:00:00,0
2022-09-01 13:00:00,0
2022-09-01 14:00:00,0
2022-09-01 15:00:00,0
2022-09-01 16:00:00,0
2022-09-01 17:00:00,0
2022-09-01 18:00:00,0
2022-09-01 19:00:00,0
2022-09-01 20:00:00,0
2022-09-01 21:00:00,0
2022-09-01 22:00:00,0
2022-09-01 23:00:00,0
2022-09-02 00:00:00,0
2022-09-02 01:00:00,0
2022-09-02 02:00:00,0
2022-09-02 03:00:00,0
2022-09-02 04:00:00,0
2022-09-02 05:00:00,0
2022-09-02 06:00:00,0
2022-09-02 07:00:00,0
2022-09-02 08:00:00,0
2022-09-02 09:00:00,0
2022-09-02 10:00:00,0
2022-09-02 11:00:00,0
2022-09-02 12:00:00,0
2022-09-02 13:00:00,0
2022-09-02 14:00:00,0
2022-09-02 15:00:00,0
2022-09-02 16:00:00,0
2022-09-02 17:00:00,0
2022-09-02 18:00:00,0
2022-09-02 19:00:00,0
2022-09-02 20:00:00,0
2022-09-02 21:00:00,0
2022-09-02 22:00:00,0
2022-09-02 23:00:00,0
2022-09-03 00:00:00,0
2022-09-03 01:00:00,0
2022-09-03 02:00:00,0
2022-09-03 03:00:00,0
2022-09-03 04:00:00,0
2022-09-03 05:00:00,0
2022-09-03 06:00:00,0
2022-09-03 07:00:00,0
2022-09-03 08:00:00,0
2022-09-03 09:00:00,0
2022-09-03 10:00:00,0
2022-09-03 11:00:00,0
2022-09-03 12:00:00,0
2022-09-03 13:00:00,0
2022-09-03 14:00:00,0
2022-09-03 15:00:00,0
2022-09-03 16:00:00,0
2022-09-03 17:00:00,0
2022-09-03 18:00:00,0
2022-09-03 19:00:00,0
2022-09-03 20:00:00,0
2022-09-03 21:00:00,0
2022-09-03 22:00:00,0
2022-09-03 23:00:00,0
2022-09-04 00:00:00,0
2022-09-04 01:00:00,0
2022-09-04 02:00:00,0
2022-09-04 03:00:00,0
2022-09-04 04:00:00,0
2022-09-04 05:00:00,0
