date,start,end,11WD8LIPD1L---R6,11WD8LIPD1L---S4
1012018,00:00,01:00,471,0
1012018,01:00,02:00,477,0
1012018,02:00,03:00,476,0
1012018,03:00,04:00,477,0
1012018,04:00,05:00,477,0
1012018,05:00,06:00,477,0
1012018,06:00,07:00,470,0
1012018,07:00,08:00,460,0
1012018,08:00,09:00,451,0
1012018,09:00,10:00,459,0
1012018,10:00,11:00,458,0
1012018,11:00,12:00,465,0
1012018,12:00,13:00,475,0
1012018,13:00,14:00,471,0
1012018,14:00,15:00,466,0
1012018,15:00,16:00,513,0
1012018,16:00,17:00,781,0
1012018,17:00,18:00,834,0
1012018,18:00,19:00,826,0
1012018,19:00,20:00,827,0
1012018,20:00,21:00,828,0
1012018,21:00,22:00,554,340
1012018,22:00,23:00,725,557
1012018,23:00,00:00,846,640
2012018,00:00,01:00,804,807
2012018,01:00,02:00,769,776
2012018,02:00,03:00,821,817
2012018,03:00,04:00,484,492
2012018,04:00,05:00,468,464
2012018,05:00,06:00,495,480
2012018,06:00,07:00,701,690
2012018,07:00,08:00,851,845
2012018,08:00,09:00,868,857
2012018,09:00,10:00,868,856
2012018,10:00,11:00,869,854
2012018,11:00,12:00,870,852
2012018,12:00,13:00,868,855
2012018,13:00,14:00,867,854
2012018,14:00,15:00,868,853
2012018,15:00,16:00,868,852
2012018,16:00,17:00,868,852
2012018,17:00,18:00,867,854
2012018,18:00,19:00,866,856
2012018,19:00,20:00,860,854
2012018,20:00,21:00,867,773
2012018,21:00,22:00,846,424
2012018,22:00,23:00,741,276
2012018,23:00,00:00,446,0
3012018,00:00,01:00,448,0
3012018,01:00,02:00,443,0
3012018,02:00,03:00,448,0
3012018,03:00,04:00,479,0
3012018,04:00,05:00,477,0
3012018,05:00,06:00,480,0
3012018,06:00,07:00,480,0
3012018,07:00,08:00,478,0
3012018,08:00,09:00,611,0
3012018,09:00,10:00,633,0
3012018,10:00,11:00,827,0
3012018,11:00,12:00,838,0
3012018,12:00,13:00,836,0
3012018,13:00,14:00,839,0
3012018,14:00,15:00,838,0
3012018,15:00,16:00,835,0
3012018,16:00,17:00,673,0
3012018,17:00,18:00,523,0
3012018,18:00,19:00,579,0
3012018,19:00,20:00,468,0
3012018,20:00,21:00,439,0
3012018,21:00,22:00,476,0
3012018,22:00,23:00,475,0
3012018,23:00,00:00,457,0
4012018,00:00,01:00,447,0
4012018,01:00,02:00,450,0
4012018,02:00,03:00,448,0
4012018,03:00,04:00,435,0
4012018,04:00,05:00,432,0
4012018,05:00,06:00,436,0
4012018,06:00,07:00,551,0
4012018,07:00,08:00,830,0
4012018,08:00,09:00,841,0
4012018,09:00,10:00,842,0
4012018,10:00,11:00,842,0
4012018,11:00,12:00,841,0
4012018,12:00,13:00,210,0
4012018,13:00,14:00,0,0
4012018,14:00,15:00,0,0
4012018,15:00,16:00,0,0
4012018,16:00,17:00,0,0
4012018,17:00,18:00,0,0
4012018,18:00,19:00,0,0
4012018,19:00,20:00,0,0
4012018,20:00,21:00,0,0
4012018,21:00,22:00,0,0
4012018,22:00,23:00,0,0
4012018,23:00,00:00,0,0
5012018,00:00,01:00,0,0
5012018,01:00,02:00,0,0
5012018,02:00,03:00,0,0
5012018,03:00,04:00,0,0
5012018,04:00,05:00,0,0
5012018,05:00,06:00,0,0
5012018,06:00,07:00,0,0
5012018,07:00,08:00,0,0
5012018,08:00,09:00,332,0
5012018,09:00,10:00,707,0
5012018,10:00,11:00,835,0
5012018,11:00,12:00,843,0
5012018,12:00,13:00,843,0
5012018,13:00,14:00,844,0
5012018,14:00,15:00,842,0
5012018,15:00,16:00,845,0
5012018,16:00,17:00,844,0
5012018,17:00,18:00,842,0
5012018,18:00,19:00,842,0
5012018,19:00,20:00,840,0
5012018,20:00,21:00,841,0
5012018,21:00,22:00,846,0
5012018,22:00,23:00,842,0
5012018,23:00,00:00,845,0
6012018,00:00,01:00,848,0
6012018,01:00,02:00,847,0
6012018,02:00,03:00,848,0
6012018,03:00,04:00,851,0
6012018,04:00,05:00,848,0
6012018,05:00,06:00,846,0
6012018,06:00,07:00,844,0
6012018,07:00,08:00,842,0
6012018,08:00,09:00,836,0
6012018,09:00,10:00,839,0
6012018,10:00,11:00,841,0
6012018,11:00,12:00,846,0
6012018,12:00,13:00,847,0
6012018,13:00,14:00,845,0
6012018,14:00,15:00,847,0
6012018,15:00,16:00,847,0
6012018,16:00,17:00,844,0
6012018,17:00,18:00,844,0
6012018,18:00,19:00,841,0
6012018,19:00,20:00,847,0
6012018,20:00,21:00,836,0
6012018,21:00,22:00,840,0
6012018,22:00,23:00,769,0
6012018,23:00,00:00,693,0
7012018,00:00,01:00,735,0
7012018,01:00,02:00,659,0
7012018,02:00,03:00,651,0
7012018,03:00,04:00,583,0
7012018,04:00,05:00,558,0
7012018,05:00,06:00,703,0
7012018,06:00,07:00,647,165
7012018,07:00,08:00,495,457
7012018,08:00,09:00,510,469
7012018,09:00,10:00,632,592
7012018,10:00,11:00,695,660
7012018,11:00,12:00,853,809
7012018,12:00,13:00,856,820
7012018,13:00,14:00,756,751
7012018,14:00,15:00,714,711
7012018,15:00,16:00,710,697
7012018,16:00,17:00,844,808
7012018,17:00,18:00,864,833
7012018,18:00,19:00,868,846
7012018,19:00,20:00,868,846
7012018,20:00,21:00,869,845
7012018,21:00,22:00,872,846
7012018,22:00,23:00,871,847
7012018,23:00,00:00,872,844
8012018,00:00,01:00,865,839
8012018,01:00,02:00,702,708
8012018,02:00,03:00,646,641
8012018,03:00,04:00,649,644
8012018,04:00,05:00,687,680
8012018,05:00,06:00,752,741
8012018,06:00,07:00,860,846
8012018,07:00,08:00,858,848
8012018,08:00,09:00,857,848
8012018,09:00,10:00,865,850
8012018,10:00,11:00,867,851
8012018,11:00,12:00,867,852
8012018,12:00,13:00,867,851
8012018,13:00,14:00,867,850
8012018,14:00,15:00,868,852
8012018,15:00,16:00,869,852
8012018,16:00,17:00,867,852
8012018,17:00,18:00,866,852
8012018,18:00,19:00,869,850
8012018,19:00,20:00,871,850
8012018,20:00,21:00,868,851
8012018,21:00,22:00,869,854
8012018,22:00,23:00,700,698
8012018,23:00,00:00,488,483
9012018,00:00,01:00,672,450
9012018,01:00,02:00,618,376
9012018,02:00,03:00,589,294
9012018,03:00,04:00,480,287
9012018,04:00,05:00,451,419
