Timestamp,11WD7EMSL1G-GUD9,11WD7EMSL-G-BLB0,11WD7EMSL-G-BLCZ
2020-01-01 00:00:00,0,0,0
2020-01-01 01:00:00,0,0,0
2020-01-01 02:00:00,0,0,0
2020-01-01 03:00:00,0,0,0
2020-01-01 04:00:00,0,0,0
2020-01-01 05:00:00,0,0,0
2020-01-01 06:00:00,0,0,0
2020-01-01 07:00:00,0,0,0
2020-01-01 08:00:00,0,0,0
2020-01-01 09:00:00,0,0,0
2020-01-01 10:00:00,0,0,0
2020-01-01 11:00:00,0,0,0
2020-01-01 12:00:00,0,0,0
2020-01-01 13:00:00,0,0,0
2020-01-01 14:00:00,0,0,0
2020-01-01 15:00:00,0,0,0
2020-01-01 16:00:00,0,0,0
2020-01-01 17:00:00,0,0,0
2020-01-01 18:00:00,0,0,0
2020-01-01 19:00:00,0,0,0
2020-01-01 20:00:00,0,0,0
2020-01-01 21:00:00,0,0,0
2020-01-01 22:00:00,0,0,0
2020-01-01 23:00:00,0,0,0
2020-01-02 00:00:00,0,0,0
2020-01-02 01:00:00,0,0,0
2020-01-02 02:00:00,0,0,0
2020-01-02 03:00:00,0,0,0
2020-01-02 04:00:00,0,0,0
2020-01-02 05:00:00,0,0,0
2020-01-02 06:00:00,0,8,8
2020-01-02 07:00:00,0,113,114
2020-01-02 08:00:00,0,125,123
2020-01-02 09:00:00,0,134,135
2020-01-02 10:00:00,0,135,135
2020-01-02 11:00:00,0,135,135
2020-01-02 12:00:00,0,135,136
2020-01-02 13:00:00,0,135,136
2020-01-02 14:00:00,0,136,134
2020-01-02 15:00:00,0,137,136
2020-01-02 16:00:00,0,137,136
2020-01-02 17:00:00,0,137,136
2020-01-02 18:00:00,0,137,136
2020-01-02 19:00:00,0,137,137
2020-01-02 20:00:00,0,137,137
2020-01-02 21:00:00,0,58,58
2020-01-02 22:00:00,0,0,0
2020-01-02 23:00:00,0,0,0
2020-01-03 00:00:00,0,0,0
2020-01-03 01:00:00,0,0,0
2020-01-03 02:00:00,0,0,0
2020-01-03 03:00:00,0,0,0
2020-01-03 04:00:00,0,0,0
2020-01-03 05:00:00,0,0,0
2020-01-03 06:00:00,0,0,0
2020-01-03 07:00:00,0,0,0
2020-01-03 08:00:00,0,0,0
2020-01-03 09:00:00,0,0,0
2020-01-03 10:00:00,0,0,0
2020-01-03 11:00:00,0,0,0
2020-01-03 12:00:00,0,0,0
2020-01-03 13:00:00,0,0,0
2020-01-03 14:00:00,0,0,0
2020-01-03 15:00:00,0,0,0
2020-01-03 16:00:00,0,0,0
2020-01-03 17:00:00,0,0,0
2020-01-03 18:00:00,0,0,0
2020-01-03 19:00:00,0,0,0
2020-01-03 20:00:00,0,0,0
2020-01-03 21:00:00,0,0,0
2020-01-03 22:00:00,0,0,0
2020-01-03 23:00:00,0,0,0
2020-01-04 00:00:00,0,0,0
2020-01-04 01:00:00,0,0,0
2020-01-04 02:00:00,0,0,0
2020-01-04 03:00:00,0,0,0
2020-01-04 04:00:00,0,0,0
2020-01-04 05:00:00,0,0,0
2020-01-04 06:00:00,0,0,0
2020-01-04 07:00:00,0,0,0
2020-01-04 08:00:00,0,0,0
2020-01-04 09:00:00,0,0,0
2020-01-04 10:00:00,0,0,0
2020-01-04 11:00:00,0,0,0
2020-01-04 12:00:00,0,0,0
2020-01-04 13:00:00,0,0,0
2020-01-04 14:00:00,0,0,0
2020-01-04 15:00:00,0,0,0
2020-01-04 16:00:00,0,0,0
2020-01-04 17:00:00,0,0,0
2020-01-04 18:00:00,0,0,0
2020-01-04 19:00:00,0,0,0
2020-01-04 20:00:00,0,0,0
2020-01-04 21:00:00,0,0,0
2020-01-04 22:00:00,0,0,0
2020-01-04 23:00:00,0,0,0
2020-01-05 00:00:00,0,0,0
2020-01-05 01:00:00,0,0,0
2020-01-05 02:00:00,0,0,0
2020-01-05 03:00:00,0,0,0
2020-01-05 04:00:00,0,0,0
2020-01-05 05:00:00,0,0,0
2020-01-05 06:00:00,6,0,0
2020-01-05 07:00:00,29,0,0
2020-01-05 08:00:00,105,0,0
2020-01-05 09:00:00,353,0,0
2020-01-05 10:00:00,545,0,0
2020-01-05 11:00:00,834,0,0
2020-01-05 12:00:00,844,0,0
2020-01-05 13:00:00,847,0,0
2020-01-05 14:00:00,851,0,0
2020-01-05 15:00:00,853,0,0
2020-01-05 16:00:00,854,0,0
2020-01-05 17:00:00,854,0,0
2020-01-05 18:00:00,856,0,0
2020-01-05 19:00:00,856,0,0
2020-01-05 20:00:00,838,0,0
2020-01-05 21:00:00,855,0,0
2020-01-05 22:00:00,854,0,0
2020-01-05 23:00:00,844,0,0
2020-01-06 00:00:00,847,0,0
2020-01-06 01:00:00,848,0,0
2020-01-06 02:00:00,855,0,0
2020-01-06 03:00:00,853,0,0
2020-01-06 04:00:00,852,0,0
2020-01-06 05:00:00,853,0,0
2020-01-06 06:00:00,848,64,64
2020-01-06 07:00:00,851,117,115
2020-01-06 08:00:00,851,135,134
2020-01-06 09:00:00,848,136,135
2020-01-06 10:00:00,849,136,135
2020-01-06 11:00:00,847,136,136
2020-01-06 12:00:00,846,136,136
2020-01-06 13:00:00,846,136,136
2020-01-06 14:00:00,846,136,136
2020-01-06 15:00:00,846,136,136
2020-01-06 16:00:00,848,136,136
2020-01-06 17:00:00,848,136,136
2020-01-06 18:00:00,849,135,136
2020-01-06 19:00:00,850,135,136
2020-01-06 20:00:00,850,48,58
2020-01-06 21:00:00,852,0,0
2020-01-06 22:00:00,853,0,0
2020-01-06 23:00:00,850,0,0
2020-01-07 00:00:00,849,0,0
2020-01-07 01:00:00,849,0,0
2020-01-07 02:00:00,850,0,0
2020-01-07 03:00:00,850,0,0
2020-01-07 04:00:00,850,0,0
2020-01-07 05:00:00,848,35,36
2020-01-07 06:00:00,846,145,146
2020-01-07 07:00:00,849,235,230
2020-01-07 08:00:00,849,228,232
2020-01-07 09:00:00,851,348,349
2020-01-07 10:00:00,851,345,373
2020-01-07 11:00:00,849,226,229
2020-01-07 12:00:00,812,206,202
2020-01-07 13:00:00,829,148,142
2020-01-07 14:00:00,843,138,138
2020-01-07 15:00:00,844,140,139
2020-01-07 16:00:00,848,217,212
2020-01-07 17:00:00,849,329,244
2020-01-07 18:00:00,847,334,306
2020-01-07 19:00:00,845,334,310
2020-01-07 20:00:00,844,333,297
2020-01-07 21:00:00,675,299,34
2020-01-07 22:00:00,62,299,0
2020-01-07 23:00:00,0,47,0
2020-01-08 00:00:00,0,0,0
2020-01-08 01:00:00,0,0,0
2020-01-08 02:00:00,0,0,0
2020-01-08 03:00:00,0,0,0
2020-01-08 04:00:00,0,0,0
2020-01-08 05:00:00,0,0,0
2020-01-08 06:00:00,250,20,30
2020-01-08 07:00:00,792,111,113
2020-01-08 08:00:00,830,124,136
2020-01-08 09:00:00,832,137,136
2020-01-08 10:00:00,831,137,136
2020-01-08 11:00:00,831,137,137
2020-01-08 12:00:00,829,168,138
2020-01-08 13:00:00,827,240,153
2020-01-08 14:00:00,831,255,233
2020-01-08 15:00:00,831,253,240
2020-01-08 16:00:00,833,465,280
2020-01-08 17:00:00,834,480,482
2020-01-08 18:00:00,835,482,482
2020-01-08 19:00:00,835,482,482
2020-01-08 20:00:00,834,481,473
2020-01-08 21:00:00,832,422,457
2020-01-08 22:00:00,836,40,238
2020-01-08 23:00:00,835,0,17
2020-01-09 00:00:00,833,0,0
2020-01-09 01:00:00,835,0,0
2020-01-09 02:00:00,834,0,0
2020-01-09 03:00:00,834,0,0
2020-01-09 04:00:00,833,0,0
2020-01-09 05:00:00,832,1,0
2020-01-09 06:00:00,829,112,110
2020-01-09 07:00:00,827,144,112
2020-01-09 08:00:00,824,138,110
2020-01-09 09:00:00,804,93,99
2020-01-09 10:00:00,814,0,0
2020-01-09 11:00:00,815,0,0
2020-01-09 12:00:00,814,0,0
2020-01-09 13:00:00,813,0,0
2020-01-09 14:00:00,814,0,0
2020-01-09 15:00:00,816,0,0
2020-01-09 16:00:00,820,0,0
2020-01-09 17:00:00,821,0,0
2020-01-09 18:00:00,820,0,0
2020-01-09 19:00:00,819,0,0
2020-01-09 20:00:00,820,0,0
2020-01-09 21:00:00,821,0,0
2020-01-09 22:00:00,766,0,0
2020-01-09 23:00:00,662,0,0
2020-01-10 00:00:00,802,0,0
2020-01-10 01:00:00,823,0,0
2020-01-10 02:00:00,780,0,0
2020-01-10 03:00:00,798,0,0
2020-01-10 04:00:00,820,0,0
2020-01-10 05:00:00,833,0,0
2020-01-10 06:00:00,823,0,0
2020-01-10 07:00:00,836,0,0
2020-01-10 08:00:00,837,0,0
2020-01-10 09:00:00,837,0,0
2020-01-10 10:00:00,838,0,0
2020-01-10 11:00:00,836,0,0
2020-01-10 12:00:00,838,0,0
2020-01-10 13:00:00,839,0,0
2020-01-10 14:00:00,840,0,62
2020-01-10 15:00:00,833,0,123
2020-01-10 16:00:00,840,0,137
2020-01-10 17:00:00,826,0,137
2020-01-10 18:00:00,849,0,136
2020-01-10 19:00:00,852,0,135
2020-01-10 20:00:00,818,0,135
2020-01-10 21:00:00,841,0,60
2020-01-10 22:00:00,849,0,0
2020-01-10 23:00:00,817,0,0
2020-01-11 00:00:00,838,0,0
2020-01-11 01:00:00,846,0,0
2020-01-11 02:00:00,849,0,0
2020-01-11 03:00:00,844,0,0
2020-01-11 04:00:00,851,0,0
2020-01-11 05:00:00,847,0,0
2020-01-11 06:00:00,848,0,0
2020-01-11 07:00:00,851,0,0
2020-01-11 08:00:00,851,0,0
2020-01-11 09:00:00,851,0,0
2020-01-11 10:00:00,828,0,0
2020-01-11 11:00:00,836,0,0
2020-01-11 12:00:00,846,0,0
2020-01-11 13:00:00,849,0,0
2020-01-11 14:00:00,853,0,0
2020-01-11 15:00:00,846,0,0
2020-01-11 16:00:00,853,0,0
2020-01-11 17:00:00,849,0,0
2020-01-11 18:00:00,845,0,0
2020-01-11 19:00:00,755,0,0
2020-01-11 20:00:00,40,0,0
2020-01-11 21:00:00,0,0,0
2020-01-11 22:00:00,0,0,0
2020-01-11 23:00:00,0,0,0
2020-01-12 00:00:00,0,0,0
2020-01-12 01:00:00,0,0,0
2020-01-12 02:00:00,0,0,0
2020-01-12 03:00:00,0,0,0
2020-01-12 04:00:00,0,0,0
2020-01-12 05:00:00,0,0,0
2020-01-12 06:00:00,0,0,0
2020-01-12 07:00:00,0,0,0
2020-01-12 08:00:00,0,0,0
2020-01-12 09:00:00,0,0,0
