Timestamp,11WD8JAEN1L---AD,11WD8JAEN1L---BB,11WD8JAEN1L---C9,11WD8JAEN1L---D7,11WD8JAEN1L---E5,11WD8JAEN1L---F3
2018-01-01 00:00:00,181,425,0,0,165,0.0
2018-01-01 01:00:00,178,434,0,0,184,0.0
2018-01-01 02:00:00,176,425,0,0,172,0.0
2018-01-01 03:00:00,176,424,0,0,156,0.0
2018-01-01 04:00:00,175,423,0,0,158,0.0
2018-01-01 05:00:00,176,425,0,0,158,0.0
2018-01-01 06:00:00,176,418,0,0,154,0.0
2018-01-01 07:00:00,173,409,0,0,159,0.0
2018-01-01 08:00:00,174,407,0,0,158,0.0
2018-01-01 09:00:00,172,403,0,0,154,0.0
2018-01-01 10:00:00,174,406,0,0,158,0.0
2018-01-01 11:00:00,174,413,0,0,167,0.0
2018-01-01 12:00:00,175,423,0,0,175,0.0
2018-01-01 13:00:00,178,415,0,0,312,0.0
2018-01-01 14:00:00,164,424,0,0,354,0.0
2018-01-01 15:00:00,266,431,0,86,386,0.0
2018-01-01 16:00:00,445,437,65,122,440,0.0
2018-01-01 17:00:00,474,441,152,132,451,0.0
2018-01-01 18:00:00,475,437,187,163,449,0.0
2018-01-01 19:00:00,474,440,198,196,447,0.0
2018-01-01 20:00:00,476,440,206,212,449,0.0
2018-01-01 21:00:00,442,430,217,221,444,0.0
2018-01-01 22:00:00,457,435,221,218,452,60.0
2018-01-01 23:00:00,454,433,217,207,454,143.0
2018-01-02 00:00:00,407,404,217,193,442,191.0
2018-01-02 01:00:00,442,419,212,310,444,191.0
2018-01-02 02:00:00,375,423,200,341,394,202.0
2018-01-02 03:00:00,338,424,282,334,359,314.0
2018-01-02 04:00:00,327,417,339,321,329,324.0
2018-01-02 05:00:00,455,447,440,457,453,450.0
2018-01-02 06:00:00,461,434,444,466,430,472.0
2018-01-02 07:00:00,467,439,457,488,435,461.0
2018-01-02 08:00:00,475,444,457,492,440,468.0
2018-01-02 09:00:00,483,445,461,494,453,467.0
2018-01-02 10:00:00,484,446,458,497,445,471.0
2018-01-02 11:00:00,489,447,459,496,443,471.0
2018-01-02 12:00:00,488,447,457,495,444,471.0
2018-01-02 13:00:00,487,447,460,495,444,471.0
2018-01-02 14:00:00,486,445,464,493,438,470.0
2018-01-02 15:00:00,489,445,464,491,442,470.0
2018-01-02 16:00:00,485,442,463,489,445,469.0
2018-01-02 17:00:00,488,444,463,496,442,469.0
2018-01-02 18:00:00,474,432,439,484,445,461.0
2018-01-02 19:00:00,470,428,417,478,451,454.0
2018-01-02 20:00:00,428,427,375,426,411,429.0
2018-01-02 21:00:00,374,415,335,380,393,384.0
2018-01-02 22:00:00,397,418,341,400,405,402.0
2018-01-02 23:00:00,334,410,333,338,348,323.0
2018-01-03 00:00:00,305,418,300,303,276,151.0
2018-01-03 01:00:00,172,409,327,175,132,161.0
2018-01-03 02:00:00,164,401,310,163,148,165.0
2018-01-03 03:00:00,165,407,306,164,149,162.0
2018-01-03 04:00:00,163,414,298,164,153,163.0
2018-01-03 05:00:00,175,411,297,164,157,163.0
2018-01-03 06:00:00,332,410,326,321,306,166.0
2018-01-03 07:00:00,305,382,307,343,302,288.0
2018-01-03 08:00:00,344,407,316,348,323,355.0
2018-01-03 09:00:00,318,399,320,341,327,325.0
2018-01-03 10:00:00,412,390,366,381,408,392.0
2018-01-03 11:00:00,412,236,381,384,410,398.0
2018-01-03 12:00:00,418,138,377,382,406,396.0
2018-01-03 13:00:00,439,218,391,421,417,411.0
2018-01-03 14:00:00,328,361,375,344,341,337.0
2018-01-03 15:00:00,322,400,353,332,316,332.0
2018-01-03 16:00:00,321,409,346,336,289,336.0
2018-01-03 17:00:00,321,412,344,336,293,335.0
2018-01-03 18:00:00,321,407,344,338,302,338.0
2018-01-03 19:00:00,322,396,340,340,297,338.0
2018-01-03 20:00:00,320,405,343,335,324,335.0
2018-01-03 21:00:00,316,416,352,300,283,338.0
2018-01-03 22:00:00,306,418,352,300,282,338.0
2018-01-03 23:00:00,304,401,300,305,160,305.0
2018-01-04 00:00:00,177,413,301,167,146,299.0
