Datum;Anfang;Ende;Generation_DE Boxberg Block N [MW] Originalauflösungen;Generation_DE Boxberg Block R [MW] Originalauflösungen;Generation_DE Boxberg Block P [MW] Originalauflösungen;Generation_DE Boxberg Block Q [MW] Originalauflösungen
01.01.2022;00:00;01:00;372;0;0;400
01.01.2022;01:00;02:00;371;0;0;398
01.01.2022;02:00;03:00;369;0;0;398
01.01.2022;03:00;04:00;369;0;0;404
01.01.2022;04:00;05:00;367;0;0;424
01.01.2022;05:00;06:00;364;0;0;546
01.01.2022;06:00;07:00;367;0;0;560
01.01.2022;07:00;08:00;363;0;0;557
01.01.2022;08:00;09:00;367;0;0;506
01.01.2022;09:00;10:00;395;0;0;506
01.01.2022;10:00;11:00;393;0;0;505
01.01.2022;11:00;12:00;400;0;0;504
01.01.2022;12:00;13:00;396;0;0;502
01.01.2022;13:00;14:00;393;0;0;503
01.01.2022;14:00;15:00;399;0;0;564
01.01.2022;15:00;16:00;446;0;0;727
01.01.2022;16:00;17:00;448;0;0;785
01.01.2022;17:00;18:00;440;0;0;795
01.01.2022;18:00;19:00;477;0;0;819
01.01.2022;19:00;20:00;449;0;0;819
01.01.2022;20:00;21:00;492;0;0;694
01.01.2022;21:00;22:00;453;0;0;693
01.01.2022;22:00;23:00;430;0;0;701
01.01.2022;23:00;00:00;370;0;0;565
02.01.2022;00:00;01:00;366;0;0;511
02.01.2022;01:00;02:00;367;0;0;546
02.01.2022;02:00;03:00;367;0;0;415
02.01.2022;03:00;04:00;365;0;0;400
02.01.2022;04:00;05:00;365;0;0;400
02.01.2022;05:00;06:00;367;0;0;401
02.01.2022;06:00;07:00;370;0;0;400
02.01.2022;07:00;08:00;368;0;0;418
02.01.2022;08:00;09:00;371;0;0;550
02.01.2022;09:00;10:00;368;0;0;550
02.01.2022;10:00;11:00;370;0;0;507
02.01.2022;11:00;12:00;369;0;0;414
02.01.2022;12:00;13:00;367;0;0;401
02.01.2022;13:00;14:00;373;0;0;405
02.01.2022;14:00;15:00;367;0;0;404
02.01.2022;15:00;16:00;369;0;0;405
02.01.2022;16:00;17:00;368;0;0;420
02.01.2022;17:00;18:00;395;0;0;546
02.01.2022;18:00;19:00;395;0;0;533
02.01.2022;19:00;20:00;399;0;0;415
02.01.2022;20:00;21:00;474;0;0;396
02.01.2022;21:00;22:00;378;0;0;396
02.01.2022;22:00;23:00;374;0;0;398
02.01.2022;23:00;00:00;370;0;0;422
03.01.2022;00:00;01:00;373;0;0;545
03.01.2022;01:00;02:00;374;0;0;531
03.01.2022;02:00;03:00;370;0;0;411
03.01.2022;03:00;04:00;373;0;0;405
03.01.2022;04:00;05:00;372;0;0;405
03.01.2022;05:00;06:00;373;0;0;420
03.01.2022;06:00;07:00;372;0;0;549
03.01.2022;07:00;08:00;369;0;0;552
03.01.2022;08:00;09:00;403;0;0;526
03.01.2022;09:00;10:00;406;0;0;573
03.01.2022;10:00;11:00;399;0;0;691
03.01.2022;11:00;12:00;394;0;0;725
03.01.2022;12:00;13:00;368;0;0;621
03.01.2022;13:00;14:00;371;0;0;599
03.01.2022;14:00;15:00;369;0;0;648
03.01.2022;15:00;16:00;471;0;0;829
03.01.2022;16:00;17:00;484;0;0;803
03.01.2022;17:00;18:00;401;0;0;687
03.01.2022;18:00;19:00;409;0;0;604
03.01.2022;19:00;20:00;405;0;0;710
03.01.2022;20:00;21:00;397;0;0;825
03.01.2022;21:00;22:00;398;0;0;815
03.01.2022;22:00;23:00;400;0;0;808
