Datum;Anfang;Ende;Generation_DE 3.0 [MW] Originalauflösungen;Generation_DE 1.0 [MW] Originalauflösungen;Generation_DE 2.0 [MW] Originalauflösungen;Generation_DE Datteln 4 [MW] Originalauflösungen
18.12.2019;19:00;20:00;-;-;-;-
18.12.2019;20:00;21:00;-;-;-;-
18.12.2019;21:00;22:00;-;-;-;-
18.12.2019;22:00;23:00;-;-;-;-
18.12.2019;23:00;00:00;-;-;-;-
19.12.2019;00:00;01:00;-;-;-;-
19.12.2019;01:00;02:00;-;-;-;0
19.12.2019;02:00;03:00;-;-;-;0
19.12.2019;03:00;04:00;-;-;-;0
19.12.2019;04:00;05:00;-;-;-;0
19.12.2019;05:00;06:00;-;-;-;0
19.12.2019;06:00;07:00;-;-;-;0
19.12.2019;07:00;08:00;-;-;-;0
19.12.2019;08:00;09:00;-;-;-;0
19.12.2019;09:00;10:00;-;-;-;0
19.12.2019;10:00;11:00;-;-;-;7
19.12.2019;11:00;12:00;-;-;-;72
19.12.2019;12:00;13:00;-;-;-;0
19.12.2019;13:00;14:00;-;-;-;1
19.12.2019;14:00;15:00;-;-;-;183
19.12.2019;15:00;16:00;-;-;-;217
19.12.2019;16:00;17:00;-;-;-;221
19.12.2019;17:00;18:00;-;-;-;0
19.12.2019;18:00;19:00;-;-;-;0
19.12.2019;19:00;20:00;-;-;-;0
19.12.2019;20:00;21:00;-;-;-;0
19.12.2019;21:00;22:00;-;-;-;0
19.12.2019;22:00;23:00;-;-;-;0
19.12.2019;23:00;00:00;-;-;-;0
20.12.2019;00:00;01:00;-;-;-;0
20.12.2019;01:00;02:00;-;-;-;0
20.12.2019;02:00;03:00;-;-;-;0
20.12.2019;03:00;04:00;-;-;-;0
20.12.2019;04:00;05:00;-;-;-;0
20.12.2019;05:00;06:00;-;-;-;0
20.12.2019;06:00;07:00;-;-;-;0
20.12.2019;07:00;08:00;-;-;-;0
20.12.2019;08:00;09:00;-;-;-;0
20.12.2019;09:00;10:00;-;-;-;0
20.12.2019;10:00;11:00;-;-;-;0
20.12.2019;11:00;12:00;-;-;-;192
20.12.2019;12:00;13:00;-;-;-;229
20.12.2019;13:00;14:00;-;-;-;223
20.12.2019;14:00;15:00;-;-;-;150
20.12.2019;15:00;16:00;-;-;-;0
20.12.2019;16:00;17:00;-;-;-;0
20.12.2019;17:00;18:00;-;-;-;0
20.12.2019;18:00;19:00;-;-;-;0
20.12.2019;19:00;20:00;-;-;-;0
20.12.2019;20:00;21:00;-;-;-;0
20.12.2019;21:00;22:00;-;-;-;0
20.12.2019;22:00;23:00;-;-;-;0
20.12.2019;23:00;00:00;-;-;-;0
21.12.2019;00:00;01:00;-;-;-;0
21.12.2019;01:00;02:00;-;-;-;0
21.12.2019;02:00;03:00;-;-;-;0
21.12.2019;03:00;04:00;-;-;-;0
21.12.2019;04:00;05:00;-;-;-;0
21.12.2019;05:00;06:00;-;-;-;0
21.12.2019;06:00;07:00;-;-;-;0
21.12.2019;07:00;08:00;-;-;-;0
21.12.2019;08:00;09:00;-;-;-;0
21.12.2019;09:00;10:00;-;-;-;0
21.12.2019;10:00;11:00;-;-;-;0
21.12.2019;11:00;12:00;-;-;-;0
21.12.2019;12:00;13:00;-;-;-;0
21.12.2019;13:00;14:00;-;-;-;0
21.12.2019;14:00;15:00;-;-;-;0
21.12.2019;15:00;16:00;-;-;-;0
21.12.2019;16:00;17:00;-;-;-;0
21.12.2019;17:00;18:00;-;-;-;0
21.12.2019;18:00;19:00;-;-;-;0
21.12.2019;19:00;20:00;-;-;-;0
21.12.2019;20:00;21:00;-;-;-;0
21.12.2019;21:00;22:00;-;-;-;0
21.12.2019;22:00;23:00;-;-;-;0
21.12.2019;23:00;00:00;-;-;-;0
22.12.2019;00:00;01:00;-;-;-;0
22.12.2019;01:00;02:00;-;-;-;0
22.12.2019;02:00;03:00;-;-;-;0
22.12.2019;03:00;04:00;-;-;-;0
22.12.2019;04:00;05:00;-;-;-;0
22.12.2019;05:00;06:00;-;-;-;0
22.12.2019;06:00;07:00;-;-;-;0
22.12.2019;07:00;08:00;-;-;-;0
22.12.2019;08:00;09:00;-;-;-;0
22.12.2019;09:00;10:00;-;-;-;0
22.12.2019;10:00;11:00;-;-;-;0
22.12.2019;11:00;12:00;-;-;-;0
22.12.2019;12:00;13:00;-;-;-;0
22.12.2019;13:00;14:00;-;-;-;0
22.12.2019;14:00;15:00;-;-;-;0
22.12.2019;15:00;16:00;-;-;-;0
22.12.2019;16:00;17:00;-;-;-;0
22.12.2019;17:00;18:00;-;-;-;0
22.12.2019;18:00;19:00;-;-;-;0
22.12.2019;19:00;20:00;-;-;-;0
22.12.2019;20:00;21:00;-;-;-;0
22.12.2019;21:00;22:00;-;-;-;0
22.12.2019;22:00;23:00;-;-;-;0
22.12.2019;23:00;00:00;-;-;-;0
23.12.2019;00:00;01:00;-;-;-;0
23.12.2019;01:00;02:00;-;-;-;0
23.12.2019;02:00;03:00;-;-;-;0
23.12.2019;03:00;04:00;-;-;-;0
23.12.2019;04:00;05:00;-;-;-;0
23.12.2019;05:00;06:00;-;-;-;0
23.12.2019;06:00;07:00;-;-;-;0
23.12.2019;07:00;08:00;-;-;-;0
23.12.2019;08:00;09:00;-;-;-;0
23.12.2019;09:00;10:00;-;-;-;0
23.12.2019;10:00;11:00;-;-;-;0
23.12.2019;11:00;12:00;-;-;-;0
23.12.2019;12:00;13:00;-;-;-;0
23.12.2019;13:00;14:00;-;-;-;0
23.12.2019;14:00;15:00;-;-;-;0
23.12.2019;15:00;16:00;-;-;-;0
23.12.2019;16:00;17:00;-;-;-;0
23.12.2019;17:00;18:00;-;-;-;0
23.12.2019;18:00;19:00;-;-;-;0
23.12.2019;19:00;20:00;-;-;-;0
23.12.2019;20:00;21:00;-;-;-;0
23.12.2019;21:00;22:00;-;-;-;0
23.12.2019;22:00;23:00;-;-;-;0
23.12.2019;23:00;00:00;-;-;-;0
24.12.2019;00:00;01:00;-;-;-;0
24.12.2019;01:00;02:00;-;-;-;0
24.12.2019;02:00;03:00;-;-;-;0
24.12.2019;03:00;04:00;-;-;-;0
24.12.2019;04:00;05:00;-;-;-;0
24.12.2019;05:00;06:00;-;-;-;0
24.12.2019;06:00;07:00;-;-;-;0
24.12.2019;07:00;08:00;-;-;-;0
24.12.2019;08:00;09:00;-;-;-;0
24.12.2019;09:00;10:00;-;-;-;0
24.12.2019;10:00;11:00;-;-;-;0
24.12.2019;11:00;12:00;-;-;-;0
24.12.2019;12:00;13:00;-;-;-;0
24.12.2019;13:00;14:00;-;-;-;0
24.12.2019;14:00;15:00;-;-;-;0
24.12.2019;15:00;16:00;-;-;-;0
24.12.2019;16:00;17:00;-;-;-;0
24.12.2019;17:00;18:00;-;-;-;0
24.12.2019;18:00;19:00;-;-;-;0
24.12.2019;19:00;20:00;-;-;-;0
24.12.2019;20:00;21:00;-;-;-;0
24.12.2019;21:00;22:00;-;-;-;0
24.12.2019;22:00;23:00;-;-;-;0
24.12.2019;23:00;00:00;-;-;-;0
25.12.2019;00:00;01:00;-;-;-;0
25.12.2019;01:00;02:00;-;-;-;0
25.12.2019;02:00;03:00;-;-;-;0
25.12.2019;03:00;04:00;-;-;-;0
25.12.2019;04:00;05:00;-;-;-;0
25.12.2019;05:00;06:00;-;-;-;0
25.12.2019;06:00;07:00;-;-;-;0
25.12.2019;07:00;08:00;-;-;-;0
25.12.2019;08:00;09:00;-;-;-;0
25.12.2019;09:00;10:00;-;-;-;0
25.12.2019;10:00;11:00;-;-;-;0
25.12.2019;11:00;12:00;-;-;-;0
25.12.2019;12:00;13:00;-;-;-;0
25.12.2019;13:00;14:00;-;-;-;0
25.12.2019;14:00;15:00;-;-;-;0
25.12.2019;15:00;16:00;-;-;-;0
25.12.2019;16:00;17:00;-;-;-;0
25.12.2019;17:00;18:00;-;-;-;0
25.12.2019;18:00;19:00;-;-;-;0
25.12.2019;19:00;20:00;-;-;-;0
25.12.2019;20:00;21:00;-;-;-;0
25.12.2019;21:00;22:00;-;-;-;0
25.12.2019;22:00;23:00;-;-;-;0
25.12.2019;23:00;00:00;-;-;-;0
26.12.2019;00:00;01:00;-;-;-;0
26.12.2019;01:00;02:00;-;-;-;0
26.12.2019;02:00;03:00;-;-;-;0
26.12.2019;03:00;04:00;-;-;-;0
26.12.2019;04:00;05:00;-;-;-;0
26.12.2019;05:00;06:00;-;-;-;0
26.12.2019;06:00;07:00;-;-;-;0
26.12.2019;07:00;08:00;-;-;-;0
26.12.2019;08:00;09:00;-;-;-;0
26.12.2019;09:00;10:00;-;-;-;0
26.12.2019;10:00;11:00;-;-;-;0
26.12.2019;11:00;12:00;-;-;-;0
26.12.2019;12:00;13:00;-;-;-;0
26.12.2019;13:00;14:00;-;-;-;0
26.12.2019;14:00;15:00;-;-;-;0
26.12.2019;15:00;16:00;-;-;-;0
26.12.2019;16:00;17:00;-;-;-;0
26.12.2019;17:00;18:00;-;-;-;0
26.12.2019;18:00;19:00;-;-;-;0
26.12.2019;19:00;20:00;-;-;-;0
26.12.2019;20:00;21:00;-;-;-;0
26.12.2019;21:00;22:00;-;-;-;0
26.12.2019;22:00;23:00;-;-;-;0
26.12.2019;23:00;00:00;-;-;-;0
27.12.2019;00:00;01:00;-;-;-;0
27.12.2019;01:00;02:00;-;-;-;0
27.12.2019;02:00;03:00;-;-;-;0
27.12.2019;03:00;04:00;-;-;-;0
27.12.2019;04:00;05:00;-;-;-;0
27.12.2019;05:00;06:00;-;-;-;0
27.12.2019;06:00;07:00;-;-;-;0
27.12.2019;07:00;08:00;-;-;-;0
27.12.2019;08:00;09:00;-;-;-;0
27.12.2019;09:00;10:00;-;-;-;0
27.12.2019;10:00;11:00;-;-;-;0
27.12.2019;11:00;12:00;-;-;-;0
27.12.2019;12:00;13:00;-;-;-;0
27.12.2019;13:00;14:00;-;-;-;0
27.12.2019;14:00;15:00;-;-;-;0
27.12.2019;15:00;16:00;-;-;-;0
27.12.2019;16:00;17:00;-;-;-;0
27.12.2019;17:00;18:00;-;-;-;0
27.12.2019;18:00;19:00;-;-;-;0
27.12.2019;19:00;20:00;-;-;-;0
27.12.2019;20:00;21:00;-;-;-;0
27.12.2019;21:00;22:00;-;-;-;0
27.12.2019;22:00;23:00;-;-;-;0
27.12.2019;23:00;00:00;-;-;-;0
28.12.2019;00:00;01:00;-;-;-;0
28.12.2019;01:00;02:00;-;-;-;0
28.12.2019;02:00;03:00;-;-;-;0
28.12.2019;03:00;04:00;-;-;-;0
28.12.2019;04:00;05:00;-;-;-;0
28.12.2019;05:00;06:00;-;-;-;0
28.12.2019;06:00;07:00;-;-;-;0
28.12.2019;07:00;08:00;-;-;-;0
28.12.2019;08:00;09:00;-;-;-;0
28.12.2019;09:00;10:00;-;-;-;0
28.12.2019;10:00;11:00;-;-;-;0
28.12.2019;11:00;12:00;-;-;-;0
28.12.2019;12:00;13:00;-;-;-;0
28.12.2019;13:00;14:00;-;-;-;0
28.12.2019;14:00;15:00;-;-;-;0
28.12.2019;15:00;16:00;-;-;-;0
28.12.2019;16:00;17:00;-;-;-;0
28.12.2019;17:00;18:00;-;-;-;0
28.12.2019;18:00;19:00;-;-;-;0
28.12.2019;19:00;20:00;-;-;-;0
28.12.2019;20:00;21:00;-;-;-;0
28.12.2019;21:00;22:00;-;-;-;0
28.12.2019;22:00;23:00;-;-;-;0
28.12.2019;23:00;00:00;-;-;-;0
29.12.2019;00:00;01:00;-;-;-;0
29.12.2019;01:00;02:00;-;-;-;0
29.12.2019;02:00;03:00;-;-;-;0
29.12.2019;03:00;04:00;-;-;-;0
29.12.2019;04:00;05:00;-;-;-;0
29.12.2019;05:00;06:00;-;-;-;0
29.12.2019;06:00;07:00;-;-;-;0
29.12.2019;07:00;08:00;-;-;-;0
29.12.2019;08:00;09:00;-;-;-;0
29.12.2019;09:00;10:00;-;-;-;0
29.12.2019;10:00;11:00;-;-;-;0
29.12.2019;11:00;12:00;-;-;-;0
29.12.2019;12:00;13:00;-;-;-;0
29.12.2019;13:00;14:00;-;-;-;0
29.12.2019;14:00;15:00;-;-;-;0
29.12.2019;15:00;16:00;-;-;-;0
29.12.2019;16:00;17:00;-;-;-;0
29.12.2019;17:00;18:00;-;-;-;0
29.12.2019;18:00;19:00;-;-;-;0
29.12.2019;19:00;20:00;-;-;-;0
29.12.2019;20:00;21:00;-;-;-;0
29.12.2019;21:00;22:00;-;-;-;0
29.12.2019;22:00;23:00;-;-;-;0
29.12.2019;23:00;00:00;-;-;-;0
30.12.2019;00:00;01:00;-;-;-;0
30.12.2019;01:00;02:00;-;-;-;0
30.12.2019;02:00;03:00;-;-;-;0
30.12.2019;03:00;04:00;-;-;-;0
30.12.2019;04:00;05:00;-;-;-;0
30.12.2019;05:00;06:00;-;-;-;0
30.12.2019;06:00;07:00;-;-;-;0
30.12.2019;07:00;08:00;-;-;-;0
30.12.2019;08:00;09:00;-;-;-;0
30.12.2019;09:00;10:00;-;-;-;0
30.12.2019;10:00;11:00;-;-;-;0
30.12.2019;11:00;12:00;-;-;-;0
30.12.2019;12:00;13:00;-;-;-;0
30.12.2019;13:00;14:00;-;-;-;0
30.12.2019;14:00;15:00;-;-;-;0
30.12.2019;15:00;16:00;-;-;-;0
30.12.2019;16:00;17:00;-;-;-;0
30.12.2019;17:00;18:00;-;-;-;0
30.12.2019;18:00;19:00;-;-;-;0
30.12.2019;19:00;20:00;-;-;-;0
30.12.2019;20:00;21:00;-;-;-;0
30.12.2019;21:00;22:00;-;-;-;0
30.12.2019;22:00;23:00;-;-;-;0
30.12.2019;23:00;00:00;-;-;-;0
31.12.2019;00:00;01:00;-;-;-;0
31.12.2019;01:00;02:00;-;-;-;0
31.12.2019;02:00;03:00;-;-;-;0
31.12.2019;03:00;04:00;-;-;-;0
31.12.2019;04:00;05:00;-;-;-;0
31.12.2019;05:00;06:00;-;-;-;0
31.12.2019;06:00;07:00;-;-;-;0
31.12.2019;07:00;08:00;-;-;-;0
31.12.2019;08:00;09:00;-;-;-;0
31.12.2019;09:00;10:00;-;-;-;0
31.12.2019;10:00;11:00;-;-;-;0
31.12.2019;11:00;12:00;-;-;-;0
31.12.2019;12:00;13:00;-;-;-;0
31.12.2019;13:00;14:00;-;-;-;0
31.12.2019;14:00;15:00;-;-;-;0
31.12.2019;15:00;16:00;-;-;-;0
31.12.2019;16:00;17:00;-;-;-;0
31.12.2019;17:00;18:00;-;-;-;0
31.12.2019;18:00;19:00;-;-;-;0
31.12.2019;19:00;20:00;-;-;-;0
31.12.2019;20:00;21:00;-;-;-;0
31.12.2019;21:00;22:00;-;-;-;0
31.12.2019;22:00;23:00;-;-;-;0
31.12.2019;23:00;00:00;-;-;-;0
