Datum;Anfang;Ende;Generation_DE PSW Goldisthal PSS D [MW] Originalauflösungen;Generation_DE PSW Goldisthal PSS C [MW] Originalauflösungen;Generation_DE PSW Goldisthal PSS B [MW] Originalauflösungen;Generation_DE PSW Goldisthal PSS A [MW] Originalauflösungen
01.01.2018;00:00;01:00;0;0;0;130
01.01.2018;01:00;02:00;0;0;21;76
01.01.2018;02:00;03:00;0;0;0;28
01.01.2018;03:00;04:00;0;0;0;0
01.01.2018;04:00;05:00;0;0;0;0
01.01.2018;05:00;06:00;0;0;0;0
01.01.2018;06:00;07:00;0;0;0;0
01.01.2018;07:00;08:00;0;0;0;0
01.01.2018;08:00;09:00;0;0;0;0
01.01.2018;09:00;10:00;0;0;0;0
01.01.2018;10:00;11:00;0;0;0;0
01.01.2018;11:00;12:00;0;0;0;0
01.01.2018;12:00;13:00;0;0;0;0
01.01.2018;13:00;14:00;0;0;0;0
01.01.2018;14:00;15:00;0;0;0;50
01.01.2018;15:00;16:00;0;0;0;80
01.01.2018;16:00;17:00;0;0;63;176
01.01.2018;17:00;18:00;5;2;212;143
01.01.2018;18:00;19:00;231;251;251;232
01.01.2018;19:00;20:00;174;229;229;175
01.01.2018;20:00;21:00;221;248;249;221
01.01.2018;21:00;22:00;230;242;242;231
01.01.2018;22:00;23:00;12;0;1;0
01.01.2018;23:00;00:00;0;0;0;0
02.01.2018;00:00;01:00;0;0;0;0
02.01.2018;01:00;02:00;0;0;0;0
02.01.2018;02:00;03:00;0;0;0;0
02.01.2018;03:00;04:00;0;0;0;0
02.01.2018;04:00;05:00;0;0;0;0
02.01.2018;05:00;06:00;0;0;0;6
02.01.2018;06:00;07:00;1;0;0;67
02.01.2018;07:00;08:00;233;252;4;232
02.01.2018;08:00;09:00;223;248;248;16
02.01.2018;09:00;10:00;261;264;263;0
02.01.2018;10:00;11:00;214;238;239;0
02.01.2018;11:00;12:00;246;252;252;0
02.01.2018;12:00;13:00;242;248;248;3
02.01.2018;13:00;14:00;119;2;209;0
02.01.2018;14:00;15:00;207;232;231;100
02.01.2018;15:00;16:00;215;234;234;1
02.01.2018;16:00;17:00;182;210;211;183
02.01.2018;17:00;18:00;193;212;213;193
02.01.2018;18:00;19:00;206;217;217;207
02.01.2018;19:00;20:00;1;1;0;106
02.01.2018;20:00;21:00;0;0;0;105
02.01.2018;21:00;22:00;0;0;0;103
02.01.2018;22:00;23:00;0;0;10;112
02.01.2018;23:00;00:00;0;0;2;110
03.01.2018;00:00;01:00;0;0;0;0
03.01.2018;01:00;02:00;0;0;0;0
03.01.2018;02:00;03:00;0;0;0;0
03.01.2018;03:00;04:00;0;0;0;0
03.01.2018;04:00;05:00;0;0;0;0
03.01.2018;05:00;06:00;0;0;0;0
03.01.2018;06:00;07:00;0;0;0;0
03.01.2018;07:00;08:00;0;2;0;2
03.01.2018;08:00;09:00;244;251;252;247
03.01.2018;09:00;10:00;0;233;232;212
03.01.2018;10:00;11:00;0;62;0;135
03.01.2018;11:00;12:00;0;2;0;159
03.01.2018;12:00;13:00;0;0;0;91
03.01.2018;13:00;14:00;0;0;0;127
03.01.2018;14:00;15:00;0;0;0;142
03.01.2018;15:00;16:00;0;0;0;139
03.01.2018;16:00;17:00;0;2;0;100
03.01.2018;17:00;18:00;151;205;205;152
03.01.2018;18:00;19:00;253;20;246;254
03.01.2018;19:00;20:00;94;0;32;198
03.01.2018;20:00;21:00;0;0;0;1
03.01.2018;21:00;22:00;0;0;0;0
03.01.2018;22:00;23:00;0;0;0;0
03.01.2018;23:00;00:00;0;0;0;0
04.01.2018;00:00;01:00;0;0;0;0
04.01.2018;01:00;02:00;0;0;0;0
04.01.2018;02:00;03:00;0;0;0;0
04.01.2018;03:00;04:00;0;0;0;0
04.01.2018;04:00;05:00;0;0;0;0
04.01.2018;05:00;06:00;0;0;0;0
04.01.2018;06:00;07:00;1;0;0;0
04.01.2018;07:00;08:00;121;0;0;0
04.01.2018;08:00;09:00;54;0;0;76
04.01.2018;09:00;10:00;144;0;0;1
04.01.2018;10:00;11:00;156;3;231;158
04.01.2018;11:00;12:00;215;241;242;215
04.01.2018;12:00;13:00;206;236;236;207
04.01.2018;13:00;14:00;246;252;252;247
